,protein,degree,inviable,icp55_shell,pim1_shell,betweenness,eigenvector,closeness,bridging,cluster_id,cluster_size,cluster_degree,cluster_eigenvector,cluster_closeness,betweenness/min-shell,closeness/min-shell,eigenvector/min-shell,bridging/min-shell,min-shell,cluster_betweenness
638,YER117W,159,0,4,4,6.03E-05,0.063806757,0.27200238,3.86E-07,23,162,144,0.08275272,0.904494382,1.51E-05,0.068000595,0.015951689,9.66E-08,4,0.001146435
639,YOR182C,163,1,4,4,0.000149244,0.063924094,0.274716029,7.50E-07,23,162,149,0.083532243,0.930635838,3.73E-05,0.068679007,0.015981023,1.88E-07,4,0.001383914
640,YLR344W,175,0,4,4,0.000466555,0.067259935,0.278363072,2.36E-06,23,162,144,0.082740048,0.899441341,0.000116639,0.069590768,0.016814984,5.90E-07,4,0.000452613
641,YLR264W,168,0,4,4,0.000475719,0.064939042,0.275976574,2.51E-06,23,162,151,0.084438782,0.941520468,0.00011893,0.068994144,0.01623476,6.28E-07,4,0.001471445
642,YKL156W,178,0,4,3,0.002665539,0.068385007,0.287538529,1.38E-05,23,162,147,0.083355133,0.92,0.000888513,0.095846176,0.022795002,4.61E-06,3,0.000853447
643,YER102W,237,0,4,3,0.000693163,0.083163288,0.286690918,1.80E-06,23,162,154,0.0853964,0.958333333,0.000231054,0.095563639,0.027721096,6.01E-07,3,0.001873858
644,YGL031C,156,0,4,4,0.00035182,0.063346093,0.273205427,2.31E-06,23,162,145,0.083010799,0.90960452,8.80E-05,0.068301357,0.015836523,5.78E-07,4,0.001263142
645,YDR064W,262,1,4,3,0.003240564,0.085809513,0.29797914,6.01E-06,23,162,153,0.084959806,0.952662722,0.001080188,0.09932638,0.028603171,2.00E-06,3,0.001803411
646,YBR189W,234,0,4,3,0.000599692,0.082180337,0.28518842,1.67E-06,23,162,148,0.083753025,0.925287356,0.000199897,0.095062807,0.027393446,5.56E-07,3,0.000950162
647,YNL301C,161,0,4,4,0.000125867,0.065339956,0.278413936,8.34E-07,23,162,146,0.083652121,0.914772727,3.15E-05,0.069603484,0.016334989,2.08E-07,4,0.000423532
648,YLR150W,69,0,5,4,0,0.029968783,0.260991207,0,23,162,68,0.039982626,0.631372549,0,0.065247802,0.007492196,0,4,0
649,YOR361C,106,1,3,3,0.001632467,0.033105503,0.284921773,1.08E-05,23,162,68,0.036828218,0.631372549,0.000544156,0.094973924,0.011035168,3.61E-06,3,0.002042159
650,YJR123W,287,1,4,3,0.005709032,0.085388712,0.298582533,7.06E-06,23,162,155,0.08521953,0.964071856,0.001903011,0.099527511,0.028462904,2.35E-06,3,0.008428631
651,YPL079W,146,0,5,4,1.46E-05,0.060559705,0.268093842,1.15E-07,23,162,142,0.081994203,0.889502762,3.64E-06,0.06702346,0.015139926,2.89E-08,4,0.000299595
652,YOR167C,178,1,4,4,0.0001546,0.06786027,0.27882152,7.43E-07,23,162,151,0.084438782,0.941520468,3.86E-05,0.06970538,0.016965068,1.86E-07,4,0.001471445
653,YMR242C,164,0,4,4,0.000372068,0.065858038,0.279076867,1.87E-06,23,162,147,0.083803298,0.92,9.30E-05,0.069769217,0.01646451,4.68E-07,4,0.000664271
654,YNL302C,157,0,4,4,3.37E-05,0.062999152,0.273401519,2.25E-07,23,162,146,0.082974487,0.914772727,8.43E-06,0.06835038,0.015749788,5.63E-08,4,0.000875306
655,YGL103W,229,1,4,3,0.003490132,0.078219856,0.299305919,8.95E-06,23,162,148,0.083926138,0.925287356,0.001163377,0.09976864,0.026073285,2.98E-06,3,0.000888892
656,YPL249C-A,152,0,5,4,2.83E-05,0.062733544,0.271259866,2.13E-07,23,162,141,0.081816346,0.884615385,7.07E-06,0.067814966,0.015683386,5.33E-08,4,0.000122354
657,YOL127W,261,1,4,4,0.007511338,0.08034448,0.301060396,1.20E-05,23,162,146,0.083274622,0.90960452,0.001877834,0.075265099,0.02008612,3.00E-06,4,0.000683578
658,YIL133C,174,0,4,4,0.000131111,0.0674854,0.276611195,7.18E-07,23,162,146,0.083652121,0.914772727,3.28E-05,0.069152799,0.01687135,1.79E-07,4,0.000423532
659,YKL056C,139,0,4,4,0.003070163,0.057316142,0.268440216,1.62E-05,23,162,132,0.077167176,0.842931937,0.000767541,0.067110054,0.014329035,4.06E-06,4,4.64E-06
660,YDR382W,146,0,4,4,3.67E-06,0.060546997,0.267341209,3.00E-08,23,162,142,0.082181305,0.894444444,9.18E-07,0.066835302,0.015136749,7.51E-09,4,0.000188688
661,YDR471W,207,0,4,4,0.000392365,0.076627814,0.287900737,1.50E-06,23,162,144,0.083010656,0.904494382,9.81E-05,0.071975184,0.019156953,3.74E-07,4,0.000279166
662,YDL136W,218,0,4,4,0.001297899,0.077343679,0.292394294,3.98E-06,23,162,144,0.082700619,0.899441341,0.000324475,0.073098574,0.01933592,9.95E-07,4,0.001140652
663,YKL180W,215,1,4,4,0.000765331,0.076753587,0.29090562,2.32E-06,23,162,147,0.083307842,0.914772727,0.000191333,0.072726405,0.019188397,5.81E-07,4,0.001702592
664,YPR016C,154,1,4,4,0.003933434,0.050753704,0.287937008,1.93E-05,23,162,81,0.046442768,0.665289256,0.000983359,0.071984252,0.012688426,4.83E-06,4,0.000471672
665,YOR234C,147,0,4,4,1.23E-05,0.061317756,0.270553418,1.00E-07,23,162,142,0.082211614,0.894444444,3.06E-06,0.067638355,0.015329439,2.51E-08,4,0.000175356
666,YJL177W,205,0,4,4,0.000463958,0.075488744,0.287050992,1.76E-06,23,162,143,0.08246843,0.894444444,0.000115989,0.071762748,0.018872186,4.39E-07,4,0.000321971
667,YPL048W,123,0,3,3,0.003950845,0.03633961,0.287900737,1.65E-05,24,3,1,0.500000064,0.666666667,0.001316948,0.095966912,0.012113203,5.49E-06,3,0
668,YDR061W,7,0,3,4,8.18E-05,0.000832265,0.248356425,6.34E-05,24,3,2,0.70710669,1,2.73E-05,0.082785475,0.000277422,2.11E-05,3,1
669,YKL081W,144,0,3,3,0.008188998,0.041594061,0.299129638,2.45E-05,24,3,1,0.500000064,0.666666667,0.002729666,0.099709879,0.013864687,8.17E-06,3,0
670,YGR211W,2,1,5,4,5.71E-07,0.000425826,0.238844184,8.72E-06,25,2,1,0.707106781,1,1.43E-07,0.059711046,0.000106456,2.18E-06,4,0
671,YBR118W,35,0,4,3,0.004194059,0.008289862,0.288282038,0.000107897,25,2,1,0.707106781,1,0.00139802,0.096094013,0.002763287,3.60E-05,3,0
672,YBR268W,42,0,4,3,0.00028814,0.002618313,0.248383416,7.44E-06,26,83,37,0.074333252,0.640625,9.60E-05,0.082794472,0.000872771,2.48E-06,3,0.004228645
673,YKL003C,105,0,4,4,0.000664905,0.015345069,0.264571395,4.28E-06,26,83,75,0.136632777,0.921348315,0.000166226,0.066142849,0.003836267,1.07E-06,4,0.009324117
674,YLR439W,79,0,3,3,0.00278649,0.004308781,0.26970734,2.34E-05,26,83,68,0.128994881,0.845360825,0.00092883,0.089902447,0.00143626,7.80E-06,3,0.005013097
675,YDR322W,63,0,4,3,0.002295021,0.002974547,0.257957111,3.71E-05,26,83,61,0.118737282,0.788461538,0.000765007,0.085985704,0.000991516,1.24E-05,3,0.002195008
676,YDR175C,63,0,4,4,6.30E-05,0.003208172,0.249508734,1.01E-06,26,83,60,0.114867409,0.788461538,1.58E-05,0.062377183,0.000802043,2.54E-07,4,0.003224092
677,YPR100W,69,0,4,3,0.00082237,0.003588827,0.251457806,5.62E-06,26,83,65,0.123871829,0.82,0.000274123,0.083819269,0.001196276,1.87E-06,3,0.027841545
678,YJR101W,67,0,4,4,0.00103505,0.003043239,0.253086762,1.12E-05,26,83,63,0.118606154,0.811881188,0.000258763,0.06327169,0.00076081,2.80E-06,4,0.004882071
679,YPR166C,78,0,4,4,9.73E-05,0.006142225,0.258584601,1.09E-06,26,83,72,0.134667324,0.891304348,2.43E-05,0.06464615,0.001535556,2.73E-07,4,0.005672501
680,YDR347W,53,0,4,4,0.000774575,0.002235758,0.253381375,1.28E-05,26,83,49,0.094427574,0.706896552,0.000193644,0.063345344,0.000558939,3.19E-06,4,0.00168682
681,YNL284C,83,0,4,4,0.000841226,0.008104934,0.266592791,8.26E-06,26,83,67,0.129241722,0.836734694,0.000210306,0.066648198,0.002026233,2.07E-06,4,0.002635885
682,YBR122C,54,0,4,4,2.37E-05,0.002130208,0.240642274,4.91E-07,26,83,53,0.104346155,0.732142857,5.92E-06,0.060160569,0.000532552,1.23E-07,4,0.001910988
683,YGR220C,89,0,4,4,0.003618968,0.008581625,0.269437076,2.35E-05,26,83,71,0.131726215,0.872340426,0.000904742,0.067359269,0.002145406,5.87E-06,4,0.016198787
684,YDR041W,80,1,4,3,0.000392117,0.007147941,0.263625353,4.11E-06,26,83,68,0.127155032,0.854166667,0.000130706,0.087875118,0.002382647,1.37E-06,3,0.005751097
685,YNL122C,45,0,5,4,8.77E-06,0.005708394,0.250644295,3.58E-07,26,83,38,0.075650864,0.640625,2.19E-06,0.062661074,0.001427098,8.96E-08,4,0.000649555
686,YPL118W,48,0,4,4,2.47E-05,0.002000277,0.242776716,6.44E-07,26,83,47,0.088657377,0.694915254,6.18E-06,0.060694179,0.000500069,1.61E-07,4,0.002682231
687,YHR147C,58,0,4,4,8.91E-05,0.005326611,0.259671647,1.98E-06,26,83,52,0.10137525,0.725663717,2.23E-05,0.064917912,0.001331653,4.96E-07,4,0.00177593
688,YGL129C,79,0,3,4,0.001331499,0.003835059,0.261050828,1.16E-05,26,83,73,0.134986533,0.901098901,0.000443833,0.087016943,0.001278353,3.87E-06,3,0.007524225
689,YDR116C,48,0,4,4,5.78E-05,0.003927837,0.258730967,1.84E-06,26,83,43,0.086605831,0.672131148,1.44E-05,0.064682742,0.000981959,4.60E-07,4,0.000435759
690,YJL063C,128,0,4,3,0.00635052,0.023576442,0.276845739,2.39E-05,26,83,71,0.13238894,0.872340426,0.00211684,0.092281913,0.007858814,7.96E-06,3,0.006161831
691,YDR462W,65,0,4,4,6.65E-05,0.003380793,0.249767772,1.03E-06,26,83,62,0.121074659,0.796116505,1.66E-05,0.062441943,0.000845198,2.57E-07,4,0.001872259
692,YDR036C,65,0,4,4,0.001214113,0.003072605,0.250150495,1.42E-05,26,83,62,0.121321488,0.796116505,0.000303528,0.062537624,0.000768151,3.55E-06,4,0.001940398
693,YGR215W,66,0,4,4,1.31E-05,0.003044943,0.24286701,1.97E-07,26,83,66,0.12578694,0.836734694,3.27E-06,0.060716753,0.000761236,4.93E-08,4,0.003986584
694,YKL170W,140,0,4,4,0.001367971,0.03477615,0.273058542,5.75E-06,26,83,66,0.125751185,0.828282828,0.000341993,0.068264636,0.008694038,1.44E-06,4,0.011945339
695,YDR337W,88,0,4,4,0.000225672,0.008909935,0.262912688,1.99E-06,26,83,74,0.136106651,0.911111111,5.64E-05,0.065728172,0.002227484,4.96E-07,4,0.007742907
696,YBL090W,68,0,4,4,3.70E-05,0.003060105,0.24476573,5.08E-07,26,83,67,0.127329545,0.845360825,9.25E-06,0.061191432,0.000765026,1.27E-07,4,0.004234421
697,YDR405W,67,0,4,4,0.000300278,0.00359684,0.250177878,4.14E-06,26,83,64,0.12420336,0.811881188,7.51E-05,0.062544469,0.00089921,1.04E-06,4,0.002985077
698,YCR046C,88,0,4,4,0.001088942,0.0092956,0.263109423,7.07E-06,26,83,70,0.129898704,0.863157895,0.000272236,0.065777356,0.0023239,1.77E-06,4,0.007109657
699,YNL177C,71,0,4,4,5.97E-05,0.005181225,0.257579173,7.93E-07,26,83,67,0.127981573,0.836734694,1.49E-05,0.064394793,0.001295306,1.98E-07,4,0.004008073
700,YNL081C,164,0,4,4,0.000857918,0.047743625,0.272521314,3.69E-06,26,83,58,0.114468557,0.76635514,0.00021448,0.068130329,0.011935906,9.23E-07,4,0.001539728
701,YNR037C,85,0,4,4,0.000316285,0.008433397,0.263731826,2.96E-06,26,83,71,0.132186599,0.88172043,7.91E-05,0.065932956,0.002108349,7.40E-07,4,0.006530482
702,YOR158W,36,0,4,4,0.000344814,0.00150504,0.235037022,1.16E-05,26,83,34,0.06438117,0.621212121,8.62E-05,0.058759255,0.00037626,2.90E-06,4,0.000324861
703,YDL202W,35,0,4,4,0.00063216,0.003908506,0.262791767,3.36E-05,26,83,27,0.053851763,0.589928058,0.00015804,0.065697942,0.000977127,8.39E-06,4,0.000569849
704,YEL050C,79,0,4,3,0.000838898,0.0052619,0.266982069,8.48E-06,26,83,70,0.131345086,0.863157895,0.000279633,0.088994023,0.001753967,2.83E-06,3,0.006315179
705,YMR286W,62,0,4,4,5.99E-06,0.003018131,0.242390497,1.03E-07,26,83,62,0.12073025,0.796116505,1.50E-06,0.060597624,0.000754533,2.57E-08,4,0.002564406
706,YER050C,73,0,4,4,6.42E-05,0.004179616,0.252876743,7.77E-07,26,83,70,0.132095508,0.872340426,1.61E-05,0.063219186,0.001044904,1.94E-07,4,0.004911696
707,YKL138C,52,0,4,4,2.69E-06,0.002755952,0.242210682,7.05E-08,26,83,52,0.104952787,0.725663717,6.72E-07,0.060552671,0.000688988,1.76E-08,4,0.000802258
708,YPL183W-A,107,0,4,4,0.00061794,0.019512074,0.262610594,4.24E-06,26,83,68,0.127693872,0.854166667,0.000154485,0.065652649,0.004878018,1.06E-06,4,0.00744451
709,Q0140,37,0,4,3,0.000543236,0.001441277,0.241188265,2.31E-05,26,83,32,0.060540606,0.611940299,0.000181079,0.080396088,0.000480426,7.71E-06,3,0.000180054
710,YNL306W,74,1,4,4,0.000126406,0.005267064,0.259053556,1.58E-06,26,83,69,0.130708104,0.863157895,3.16E-05,0.064763389,0.001316766,3.96E-07,4,0.00458507
711,YGL107C,1,0,5,5,0,9.11E-06,0.18777472,0,26,83,1,0.000949265,0.37962963,0,0.037554944,1.82E-06,0,5,0
712,YCR071C,64,0,4,4,0.000733249,0.003083513,0.255677369,1.05E-05,26,83,60,0.115978924,0.780952381,0.000183312,0.063919342,0.000770878,2.62E-06,4,0.003079478
713,YGR084C,36,0,4,4,1.41E-06,0.001833678,0.233012183,7.10E-08,26,83,36,0.068393555,0.630769231,3.52E-07,0.058253046,0.000458419,1.78E-08,4,0.000487845
714,YGR150C,1,0,5,5,0,5.95E-05,0.214611015,0,26,83,1,0.002222933,0.482352941,0,0.042922203,1.19E-05,0,5,0
715,YLR069C,17,0,4,3,0.000188082,0.000578781,0.241392057,2.24E-05,26,83,12,0.021678195,0.532467532,6.27E-05,0.080464019,0.000192927,7.47E-06,3,0.000265879
716,YDR237W,78,0,4,3,0.000746986,0.006078602,0.26437247,7.69E-06,26,83,67,0.127207092,0.836734694,0.000248995,0.088124157,0.002026201,2.56E-06,3,0.005310446
717,YMR193W,72,0,4,4,7.64E-05,0.009004024,0.258336159,1.16E-06,26,83,59,0.115337778,0.773584906,1.91E-05,0.06458404,0.002251006,2.90E-07,4,0.002077453
718,YNL137C,71,1,4,4,0.00015983,0.003122343,0.246056952,1.88E-06,26,83,69,0.128993556,0.863157895,4.00E-05,0.061514238,0.000780586,4.70E-07,4,0.00713059
719,YKR085C,59,0,4,4,3.30E-05,0.002853367,0.242506234,5.91E-07,26,83,58,0.113362038,0.76635514,8.24E-06,0.060626558,0.000713342,1.48E-07,4,0.002254129
720,YCR003W,79,0,4,4,0.000230747,0.007044479,0.26127465,2.45E-06,26,83,68,0.129011184,0.845360825,5.77E-05,0.065318662,0.00176112,6.12E-07,4,0.004343959
721,YPL173W,52,0,4,4,4.15E-06,0.002078443,0.241264647,1.00E-07,26,83,52,0.102545321,0.725663717,1.04E-06,0.060316162,0.000519611,2.50E-08,4,0.001557971
722,YJL096W,18,0,5,4,2.33E-07,0.000898905,0.229813977,5.12E-08,26,83,18,0.035593711,0.55033557,5.82E-08,0.057453494,0.000224726,1.28E-08,4,0.000105295
723,YMR024W,65,0,4,4,2.97E-05,0.003580129,0.250205266,4.62E-07,26,83,63,0.12153267,0.803921569,7.42E-06,0.062551316,0.000895032,1.15E-07,4,0.003135585
724,YNR022C,14,0,5,4,6.12E-09,0.000609974,0.218154918,2.32E-09,26,83,14,0.028333506,0.535947712,1.53E-09,0.05453873,0.000152494,5.80E-10,4,1.92E-05
725,YPR099C,1,0,5,4,0,2.19E-05,0.200940742,0,26,83,1,0.002025903,0.453038674,0,0.050235186,5.48E-06,0,4,0
726,YJR113C,215,0,4,4,0.002567176,0.06277715,0.280120113,6.17E-06,26,83,70,0.130835225,0.872340426,0.000641794,0.070030028,0.015694287,1.54E-06,4,0.005577756
727,YGL068W,86,1,4,3,0.003121807,0.016961973,0.27209953,2.27E-05,26,83,43,0.084171765,0.666666667,0.001040602,0.090699843,0.005653991,7.57E-06,3,0.001428408
728,YBL038W,74,0,4,4,0.000142558,0.004287554,0.25321294,1.54E-06,26,83,70,0.131228258,0.863157895,3.56E-05,0.063303235,0.001071889,3.85E-07,4,0.006686661
729,YLR312W-A,53,0,4,4,4.83E-07,0.002806037,0.242223518,1.28E-08,26,83,53,0.107852831,0.732142857,1.21E-07,0.060555879,0.000701509,3.21E-09,4,0.000312038
730,YGR076C,54,0,4,4,1.56E-06,0.002829344,0.242236354,3.91E-08,26,83,54,0.109007736,0.738738739,3.89E-07,0.060559089,0.000707336,9.77E-09,4,0.000532512
731,YHR038W,20,0,5,4,1.88E-05,0.002012507,0.248653647,3.14E-06,26,83,17,0.032695567,0.546666667,4.70E-06,0.062163412,0.000503127,7.84E-07,4,0.000471684
732,YNL252C,70,0,4,4,0.000289189,0.003724595,0.253747086,3.68E-06,26,83,65,0.126597712,0.82,7.23E-05,0.063436771,0.000931149,9.20E-07,4,0.002087598
733,YBR251W,97,0,4,4,0.002845383,0.009732426,0.27323809,1.08E-05,26,83,75,0.135918499,0.921348315,0.000711346,0.068309522,0.002433107,2.70E-06,4,0.033376671
734,YMR158W,86,0,4,4,0.00029745,0.00890467,0.262701149,2.64E-06,26,83,72,0.132924386,0.891304348,7.44E-05,0.065675287,0.002226167,6.60E-07,4,0.007887621
735,YNR036C,67,0,4,4,5.50E-05,0.005489379,0.255306077,8.73E-07,26,83,62,0.118202628,0.803921569,1.37E-05,0.063826519,0.001372345,2.18E-07,4,0.003483288
736,YBR146W,117,0,4,4,0.001059181,0.020651056,0.26469396,4.65E-06,26,83,74,0.136060016,0.911111111,0.000264795,0.06617349,0.005162764,1.16E-06,4,0.007904668
737,YKL155C,30,0,4,4,0.000174069,0.001342362,0.235703604,1.15E-05,26,83,28,0.05400361,0.589928058,4.35E-05,0.058925901,0.00033559,2.88E-06,4,0
738,YMR188C,73,0,4,4,0.000216283,0.007144382,0.262158752,2.72E-06,26,83,63,0.118527453,0.811881188,5.41E-05,0.065539688,0.001786095,6.79E-07,4,0.004958175
739,YHR059W,55,0,4,4,4.03E-06,0.00276215,0.242287713,9.42E-08,26,83,55,0.109452895,0.745454545,1.01E-06,0.060571928,0.000690538,2.35E-08,4,0.001116618
740,YDL045W-A,65,0,4,4,1.22E-05,0.003027081,0.242815405,1.91E-07,26,83,65,0.124708141,0.828282828,3.04E-06,0.060703851,0.00075677,4.77E-08,4,0.003562304
741,YDR115W,43,0,4,4,2.95E-06,0.001785715,0.235727915,1.08E-07,26,83,43,0.085102543,0.672131148,7.37E-07,0.058931979,0.000446429,2.70E-08,4,0.000966821
742,YML009C,62,0,4,4,8.04E-05,0.005002894,0.255992384,1.36E-06,26,83,57,0.108667868,0.759259259,2.01E-05,0.063998096,0.001250724,3.39E-07,4,0.004012969
743,YBR282W,66,0,4,4,0.000341418,0.003644494,0.255078125,5.14E-06,26,83,62,0.122099675,0.796116505,8.54E-05,0.063769531,0.000911124,1.29E-06,4,0.001429033
744,YKR006C,21,0,4,4,6.96E-08,0.000732292,0.232337095,1.10E-08,26,83,21,0.041636355,0.561643836,1.74E-08,0.058084274,0.000183073,2.74E-09,4,9.11E-05
745,YHL004W,73,0,4,4,0.000243488,0.005618509,0.260589476,2.91E-06,26,83,66,0.122360034,0.836734694,6.09E-05,0.065147369,0.001404627,7.28E-07,4,0.006715092
746,YOR150W,79,0,4,3,0.000619512,0.005649246,0.265046967,6.26E-06,26,83,69,0.130621659,0.854166667,0.000206504,0.088348989,0.001883082,2.09E-06,3,0.004306476
747,YIL093C,45,0,4,4,5.48E-06,0.002374054,0.237380557,1.79E-07,26,83,45,0.085654366,0.683333333,1.37E-06,0.059345139,0.000593513,4.48E-08,4,0.001436899
748,YML025C,67,1,4,4,0.001019243,0.004370313,0.262113653,1.35E-05,26,83,59,0.111662847,0.773584906,0.000254811,0.065528413,0.001092578,3.38E-06,4,0.004111599
749,YDR494W,31,0,4,4,0.000437583,0.001491563,0.231173823,9.77E-06,26,83,31,0.058040745,0.607407407,0.000109396,0.057793456,0.000372891,2.44E-06,4,0.024444868
750,YMR225C,3,0,5,4,0,0.000280859,0.219495798,0,26,83,3,0.005426713,0.476744186,0,0.05487395,7.02E-05,0,4,0
751,YNL005C,92,0,4,4,0.001040593,0.010927736,0.265910413,8.38E-06,26,83,70,0.130474848,0.863157895,0.000260148,0.066477603,0.002731934,2.10E-06,4,0.00649064
752,YNL185C,58,0,3,4,0.001252293,0.00486489,0.267779731,2.25E-05,26,83,49,0.097906862,0.706896552,0.000417431,0.08925991,0.00162163,7.49E-06,3,0.000692161
753,YPL013C,99,0,4,4,0.000701452,0.012227724,0.263899313,4.36E-06,26,83,75,0.136515949,0.921348315,0.000175363,0.065974828,0.003056931,1.09E-06,4,0.009745068
754,YGR165W,66,0,4,4,4.52E-05,0.00294899,0.244700214,6.09E-07,26,83,65,0.121950354,0.828282828,1.13E-05,0.061175054,0.000737248,1.52E-07,4,0.005989059
755,YPL237W,47,1,4,4,0.000363997,0.012479888,0.266919708,7.66E-06,27,4,3,0.5,1,9.10E-05,0.066729927,0.003119972,1.92E-06,4,0
756,YER025W,71,1,4,4,0.001803867,0.019608109,0.276093259,1.56E-05,27,4,3,0.5,1,0.000450967,0.069023315,0.004902027,3.91E-06,4,0
757,YJR007W,102,1,4,3,0.005092516,0.028800203,0.289248877,2.71E-05,27,4,3,0.5,1,0.001697505,0.096416292,0.009600068,9.05E-06,3,0
758,YPR041W,64,1,4,4,0.000202566,0.022011784,0.269595989,4.27E-06,27,4,3,0.5,1,5.06E-05,0.067398997,0.005502946,1.07E-06,4,0
759,YGL087C,23,0,4,4,0.000740462,0.001304968,0.262083596,3.60E-05,28,6,2,0.389011769,0.625,0.000185116,0.065520899,0.000326242,9.00E-06,4,0
760,YLR167W,225,1,4,3,0.019293244,0.065898643,0.302134973,2.55E-05,28,6,3,0.491017907,0.714285714,0.006431081,0.100711658,0.021966214,8.51E-06,3,0.05
761,YLL039C,103,0,4,3,0.011460489,0.018054322,0.291016744,2.35E-05,28,6,5,0.60350894,1,0.003820163,0.097005581,0.006018107,7.85E-06,3,0.75
762,YKL090W,1,0,5,4,0,0.000110292,0.225427825,0,28,6,1,0.214497158,0.555555556,0,0.056356956,2.76E-05,0,4,0
763,YFR010W,56,0,4,4,0.000877434,0.001539759,0.264112787,6.95E-06,28,6,2,0.389011769,0.625,0.000219358,0.066028197,0.00038494,1.74E-06,4,0
764,YER144C,1,0,5,4,0,0.000110292,0.225427825,0,28,6,1,0.214497158,0.555555556,0,0.056356956,2.76E-05,0,4,0
765,YJR064W,44,1,3,3,0.003863618,0.008116365,0.289157389,9.56E-05,29,1,0,1,0,0.001287873,0.096385796,0.002705455,3.19E-05,3,0
766,YPR080W,57,0,4,3,0.015988223,0.011641411,0.302715232,0.000179954,30,1,0,1,0,0.005329408,0.100905077,0.00388047,6.00E-05,3,0
767,YJL014W,16,1,4,3,0.000241658,0.001096617,0.2612,2.42E-05,31,7,6,0.377964473,1,8.06E-05,0.087066667,0.000365539,8.06E-06,3,0
768,YIL142W,31,1,4,3,0.001845638,0.005832148,0.282108252,9.38E-05,31,7,6,0.377964473,1,0.000615213,0.094036084,0.001944049,3.13E-05,3,0
769,YJL111W,31,1,3,3,0.001000283,0.00595937,0.279230299,4.32E-05,31,7,6,0.377964473,1,0.000333428,0.093076766,0.001986457,1.44E-05,3,0
770,YDL143W,43,1,4,2,0.002367222,0.009332695,0.284904014,5.86E-05,31,7,6,0.377964473,1,0.001183611,0.142452007,0.004666347,2.93E-05,2,0
771,YDR188W,18,1,4,3,0.000300226,0.002456787,0.270553418,3.18E-05,31,7,6,0.377964473,1,0.000100075,0.090184473,0.000818929,1.06E-05,3,0
772,YJL008C,26,1,4,3,0.002558221,0.002682143,0.274468596,0.000125626,31,7,6,0.377964473,1,0.00085274,0.091489532,0.000894048,4.19E-05,3,0
773,YDR212W,30,1,4,2,0.003242986,0.004006492,0.287303583,9.76E-05,31,7,6,0.377964473,1,0.001621493,0.143651791,0.002003246,4.88E-05,2,0
774,YJR048W,23,0,5,3,0.000730273,2.65E-05,0.241290118,2.82E-05,32,49,19,0.119302809,0.6,0.000243424,0.080430039,8.83E-06,9.39E-06,3,0.000689593
775,Q0105,47,0,5,3,0.00122751,2.79E-05,0.233774868,1.07E-05,32,49,37,0.194510615,0.813559322,0.00040917,0.077924956,9.30E-06,3.56E-06,3,0.049982683
776,YLR038C,48,0,4,3,0.001129743,2.67E-05,0.239457279,1.09E-05,32,49,32,0.18132161,0.738461538,0.000376581,0.079819093,8.90E-06,3.62E-06,3,0.033047236
777,YLR164W,7,0,4,4,0,1.79E-06,0.2171187,0,32,49,5,0.017945701,0.428571429,0,0.054279675,4.48E-07,0,4,0
778,YLR395C,36,0,5,3,0.000149531,2.30E-05,0.23367926,4.22E-06,32,49,26,0.164303686,0.657534247,4.98E-05,0.077893087,7.67E-06,1.41E-06,3,0.000573134
779,YPR010C-A,2,0,5,4,0,2.28E-07,0.193219766,0,32,49,2,0.011968731,0.432432432,0,0.048304941,5.71E-08,0,4,0
780,YML120C,38,0,5,3,0.001235807,1.11E-05,0.238420613,2.65E-05,32,49,29,0.169764855,0.71641791,0.000411936,0.079473538,3.72E-06,8.85E-06,3,0.00892895
781,YHR051W,56,0,4,3,0.003802089,7.58E-05,0.255634472,2.40E-05,32,49,35,0.182685075,0.774193548,0.001267363,0.085211491,2.53E-05,8.00E-06,3,0.047366723
782,YGR183C,48,0,5,3,0.005081647,3.18E-05,0.240073529,6.41E-05,32,49,35,0.198027649,0.786885246,0.001693882,0.08002451,1.06E-05,2.14E-05,3,0.013141136
783,YOR065W,88,0,4,2,0.009362997,0.000150473,0.270425368,2.68E-05,32,49,38,0.20057668,0.827586207,0.004681499,0.135212684,7.52E-05,1.34E-05,2,0.048291192
784,YPR191W,65,0,4,3,0.002309286,9.52E-05,0.255306077,1.45E-05,32,49,38,0.203022206,0.827586207,0.000769762,0.085102026,3.17E-05,4.83E-06,3,0.028976093
785,YDR178W,26,0,4,3,0.000577628,7.05E-06,0.229479392,2.65E-05,32,49,19,0.110313351,0.615384615,0.000192543,0.076493131,2.35E-06,8.82E-06,3,0.002821702
