,protein,degree,inviable,icp55_shell,pim1_shell,betweenness,eigenvector,closeness,bridging,cluster_id,cluster_size,cluster_degree,cluster_eigenvector,cluster_closeness,betweenness/min-shell,closeness/min-shell,eigenvector/min-shell,bridging/min-shell,min-shell,cluster_betweenness
3137,YNR049C,19,0,4,3,9.59E-05,1.33E-05,0.242146528,8.71E-06,326,34,16,0.137453461,0.66,3.20E-05,0.080715509,4.44E-06,2.90E-06,3,0.000718642
3138,YHL031C,30,0,5,4,0.000199513,4.19E-06,0.22742425,5.26E-06,326,34,25,0.2009998,0.804878049,4.99E-05,0.056856062,1.05E-06,1.32E-06,4,0.007225078
3139,YOR327C,28,0,4,3,0.000211388,1.39E-05,0.24411215,8.13E-06,326,34,23,0.190115858,0.76744186,7.05E-05,0.081370717,4.63E-06,2.71E-06,3,0.003325728
3140,YKL196C,39,1,4,4,0.000310634,4.32E-06,0.231900969,5.14E-06,326,34,28,0.217751881,0.868421053,7.77E-05,0.057975242,1.08E-06,1.28E-06,4,0.019293386
3141,YDR189W,26,1,4,3,0.00086041,1.64E-05,0.255334599,3.23E-05,326,34,15,0.115326381,0.634615385,0.000286803,0.085111533,5.47E-06,1.08E-05,3,0.011029191
3142,YOR036W,28,1,4,4,0.000259709,3.84E-06,0.228904802,8.45E-06,326,34,20,0.164346047,0.717391304,6.49E-05,0.057226201,9.61E-07,2.11E-06,4,0.006114723
3143,YLR440C,6,1,5,5,0,2.84E-07,0.206982431,0,326,34,6,0.034440953,0.523809524,0,0.041396486,5.69E-08,0,5,0
3144,YDR468C,26,1,4,4,0.000594573,3.57E-06,0.225895725,1.98E-05,326,34,21,0.177308821,0.733333333,0.000148643,0.056473931,8.91E-07,4.94E-06,4,0.001840052
3145,YMR017W,27,0,4,3,0.00080436,1.37E-05,0.246269059,3.41E-05,326,34,24,0.196637048,0.785714286,0.00026812,0.082089686,4.56E-06,1.14E-05,3,0.004717764
3146,YGL095C,33,0,4,4,0.000313065,6.98E-06,0.230219088,6.92E-06,326,34,20,0.167593658,0.717391304,7.83E-05,0.057554772,1.74E-06,1.73E-06,4,0.00190083
3147,YGL098W,22,1,5,4,0.000146916,3.45E-06,0.221828594,6.34E-06,326,34,21,0.1564349,0.733333333,3.67E-05,0.055457148,8.62E-07,1.59E-06,4,0.025729111
3148,YGL212W,29,0,4,4,9.40E-05,3.67E-06,0.227435566,2.86E-06,326,34,22,0.178909577,0.75,2.35E-05,0.056858891,9.17E-07,7.15E-07,4,0.009172467
3149,YBR080C,33,1,3,4,0.000994756,1.50E-05,0.240060921,2.83E-05,326,34,22,0.181622268,0.75,0.000331585,0.080020307,5.01E-06,9.44E-06,3,0.003960615
3150,YGR009C,41,1,4,3,0.000964896,1.45E-05,0.245567852,9.02E-06,326,34,27,0.211263676,0.846153846,0.000321632,0.081855951,4.85E-06,3.01E-06,3,0.066658751
3151,YLR093C,32,0,4,4,0.00074186,3.89E-06,0.233166701,1.94E-05,326,34,25,0.203032409,0.804878049,0.000185465,0.058291675,9.72E-07,4.86E-06,4,0.005708801
3152,YDR498C,20,1,4,4,3.42E-05,3.42E-06,0.223095319,1.90E-06,326,34,19,0.143264271,0.70212766,8.55E-06,0.05577383,8.56E-07,4.75E-07,4,0.021390163
3153,YOR075W,31,1,4,4,0.000327382,3.95E-06,0.229848645,7.60E-06,326,34,28,0.206376533,0.868421053,8.18E-05,0.057462161,9.87E-07,1.90E-06,4,0.051442133
3154,YPL232W,36,0,4,3,0.002036392,0.000411463,0.255577299,4.64E-05,326,34,27,0.215652488,0.846153846,0.000678797,0.085192433,0.000137154,1.55E-05,3,0.008523089
3155,YLR268W,56,0,4,4,0.003071929,3.48E-05,0.260055755,2.16E-05,326,34,29,0.214636187,0.891891892,0.000767982,0.065013939,8.69E-06,5.39E-06,4,0.0557307
3156,YMR183C,25,0,4,4,2.65E-05,4.08E-06,0.228447199,1.23E-06,326,34,21,0.173015722,0.733333333,6.61E-06,0.0571118,1.02E-06,3.07E-07,4,0.003629014
3157,YMR197C,36,1,4,4,0.000193514,4.04E-06,0.229214723,3.66E-06,326,34,26,0.206153331,0.825,4.84E-05,0.057303681,1.01E-06,9.15E-07,4,0.014710129
3158,YKL006C-A,20,1,5,4,5.36E-05,3.51E-06,0.220045251,2.41E-06,326,34,20,0.161147287,0.717391304,1.34E-05,0.055011313,8.77E-07,6.03E-07,4,0.022862372
3159,YDL216C,28,0,3,3,0.003137792,8.82E-05,0.268534837,6.12E-05,327,5,4,0.447213595,1,0.001045931,0.089511612,2.94E-05,2.04E-05,3,0
3160,YMR025W,6,0,4,4,1.68E-05,6.70E-06,0.220885281,3.75E-06,327,5,4,0.447213595,1,4.21E-06,0.05522132,1.68E-06,9.39E-07,4,0
3161,YIL071C,5,0,4,4,0,6.63E-06,0.220087631,0,327,5,4,0.447213595,1,0,0.055021908,1.66E-06,0,4,0
3162,YDR179C,6,0,4,4,1.68E-05,6.70E-06,0.220885281,3.75E-06,327,5,4,0.447213595,1,4.21E-06,0.05522132,1.68E-06,9.39E-07,4,0
3163,YOL117W,5,0,4,4,0,6.63E-06,0.220087631,0,327,5,4,0.447213595,1,0,0.055021908,1.66E-06,0,4,0
3164,YHR129C,12,1,4,4,0.000862014,2.67E-06,0.242069586,6.62E-05,328,1,0,1,0,0.000215503,0.060517397,6.66E-07,1.66E-05,4,0
3165,YPL174C,10,0,4,4,0.000224026,1.00E-06,0.212298546,2.01E-05,329,4,3,0.5,1,5.60E-05,0.053074637,2.51E-07,5.04E-06,4,0
3166,YMR294W,11,0,4,4,0.000306544,1.02E-06,0.216031003,2.31E-05,329,4,3,0.5,1,7.66E-05,0.054007751,2.54E-07,5.78E-06,4,0
3167,YLL049W,4,0,5,5,2.34E-05,2.87E-08,0.196686747,9.62E-06,329,4,3,0.5,1,4.68E-06,0.039337349,5.74E-09,1.92E-06,5,0
3168,YDR106W,3,0,5,5,0,1.25E-08,0.17770089,0,329,4,3,0.5,1,0,0.035540178,2.51E-09,0,5,0
3169,YKL007W,6,0,5,3,2.96E-05,1.97E-07,0.220342251,8.29E-06,330,1,0,1,0,9.88E-06,0.073447417,6.55E-08,2.76E-06,3,0
3170,YPL269W,16,0,4,4,0.000530108,5.50E-06,0.252778853,3.97E-05,331,5,2,0.306936673,0.666666667,0.000132527,0.063194713,1.37E-06,9.93E-06,4,0
3171,YDR424C,12,0,4,4,0.001000147,3.94E-06,0.234134098,9.52E-05,331,5,3,0.439041901,0.8,0.000250037,0.058533525,9.84E-07,2.38E-05,4,0
3172,YDR488C,9,0,4,4,6.62E-05,5.02E-07,0.220151231,8.64E-06,331,5,4,0.510036419,1,1.65E-05,0.055037808,1.25E-07,2.16E-06,4,0.166666667
3173,YMR299C,3,0,4,4,0,2.79E-07,0.211278022,0,331,5,3,0.439041901,0.8,0,0.052819505,6.98E-08,0,4,0
3174,YKR054C,35,0,3,3,0.004778112,4.12E-05,0.262324247,6.98E-05,331,5,4,0.510036419,1,0.001592704,0.087441416,1.37E-05,2.33E-05,3,0.166666667
3175,YBL011W,15,0,5,3,0.00082043,8.42E-08,0.217780742,5.09E-05,332,36,8,0.130931602,0.546875,0.000273477,0.072593581,2.81E-08,1.70E-05,3,0.00728722
3176,YNL130C,16,0,5,5,0.000453889,1.27E-07,0.212693686,1.81E-05,332,36,12,0.185397547,0.603448276,9.08E-05,0.042538737,2.54E-08,3.62E-06,5,0.044014184
3177,YNL169C,17,0,5,4,0.002054979,1.26E-06,0.229375753,8.36E-05,332,36,12,0.191793181,0.593220339,0.000513745,0.057343938,3.15E-07,2.09E-05,4,0.03149239
3178,YMR313C,14,0,4,4,0.000173029,1.68E-08,0.20516158,1.15E-05,332,36,10,0.148424787,0.564516129,4.33E-05,0.051290395,4.21E-09,2.87E-06,4,0.013134905
3179,YML059C,10,0,5,5,0.000199646,1.04E-07,0.214088333,2.74E-05,332,36,8,0.129412867,0.555555556,3.99E-05,0.042817667,2.07E-08,5.48E-06,5,0.006533443
3180,YBR029C,20,1,5,5,0.000608305,1.18E-07,0.221045505,1.99E-05,332,36,13,0.21342008,0.614035088,0.000121661,0.044209101,2.36E-08,3.98E-06,5,0.018758651
3181,YMR006C,9,0,5,4,0.000548671,2.99E-06,0.23053258,0.00013707,332,36,4,0.086657766,0.486111111,0.000137168,0.057633145,7.48E-07,3.43E-05,4,0
3182,YDR147W,5,0,6,5,8.30E-06,9.82E-09,0.192228437,3.09E-06,332,36,4,0.051510199,0.416666667,1.66E-06,0.038445687,1.96E-09,6.17E-07,5,0.000210084
3183,YJR073C,15,0,5,5,0.000388353,4.07E-07,0.22177478,2.32E-05,332,36,11,0.19772963,0.583333333,7.77E-05,0.044354956,8.14E-08,4.64E-06,5,0.002520578
3184,YDR058C,7,0,5,4,1.49E-06,2.18E-09,0.186609512,4.71E-07,332,36,6,0.098105591,0.492957746,3.73E-07,0.046652378,5.44E-10,1.18E-07,4,0.000280112
3185,YHR123W,18,0,5,5,0.000341058,1.45E-07,0.218467715,1.26E-05,332,36,16,0.234592273,0.648148148,6.82E-05,0.043693543,2.90E-08,2.52E-06,5,0.061984214
3186,YIL124W,9,0,5,4,1.89E-05,5.71E-08,0.198842875,3.53E-06,332,36,8,0.126949464,0.538461538,4.73E-06,0.049710719,1.43E-08,8.82E-07,4,0.004560912
3187,YER037W,9,0,5,4,4.62E-05,5.64E-08,0.200017503,8.48E-06,332,36,8,0.130560989,0.538461538,1.15E-05,0.050004376,1.41E-08,2.12E-06,4,0.004118314
3188,YPR140W,10,0,5,5,0.000193765,1.39E-08,0.198531967,1.31E-05,332,36,6,0.089389158,0.53030303,3.88E-05,0.039706393,2.77E-09,2.63E-06,5,0.01057215
3189,YMR008C,9,0,5,4,0.000548671,2.99E-06,0.23053258,0.00013707,332,36,4,0.086657766,0.486111111,0.000137168,0.057633145,7.48E-07,3.43E-05,4,0
3190,YOR311C,14,0,5,4,0.000177233,6.47E-08,0.210238249,1.05E-05,332,36,12,0.204233391,0.603448276,4.43E-05,0.052559562,1.62E-08,2.62E-06,4,0.010679304
3191,YOR175C,34,0,5,4,0.003354526,1.83E-06,0.227684798,2.13E-05,332,36,28,0.33635309,0.813953488,0.000838631,0.056921199,4.58E-07,5.33E-06,4,0.282481699
3192,YGR007W,4,0,6,5,2.10E-06,9.42E-09,0.189220516,1.39E-06,332,36,4,0.051510199,0.416666667,4.21E-07,0.037844103,1.88E-09,2.79E-07,5,0.000210084
3193,YDR503C,15,0,5,4,0.000982688,2.13E-08,0.211209685,3.41E-05,332,36,12,0.150362497,0.555555556,0.000245672,0.052802421,5.33E-09,8.54E-06,4,0.072908646
3194,YGR149W,2,0,5,4,0.001227211,0.000277424,0.228025541,0.017723971,332,36,1,0.026120771,0.454545455,0.000306803,0.057006385,6.94E-05,0.004430993,4,0
3195,YKL140W,8,0,5,4,0.000184096,3.54E-09,0.195785326,3.49E-05,332,36,5,0.084603592,0.486111111,4.60E-05,0.048946331,8.86E-10,8.73E-06,4,0.000336134
3196,YOR081C,26,0,5,4,0.0006111,1.31E-07,0.216122931,1.13E-05,332,36,25,0.327020852,0.760869565,0.000152775,0.054030733,3.28E-08,2.82E-06,4,0.122265824
3197,YGR170W,10,0,5,5,0.000868118,4.24E-08,0.210470577,0.000105808,332,36,9,0.168989826,0.564516129,0.000173624,0.042094115,8.48E-09,2.12E-05,5,0.000757145
3198,YGR157W,10,0,5,5,9.16E-06,4.31E-08,0.210451197,1.71E-06,332,36,10,0.184369416,0.573770492,1.83E-06,0.042090239,8.63E-09,3.41E-07,5,0.001120017
3199,YOR245C,19,0,4,3,0.001309646,2.48E-08,0.213219517,4.54E-05,332,36,11,0.163933501,0.573770492,0.000436549,0.071073172,8.26E-09,1.51E-05,3,0.017899219
3200,YPR139C,11,0,5,4,0.001455111,7.04E-06,0.225906889,0.000189983,332,36,9,0.14393376,0.546875,0.000363778,0.056476722,1.76E-06,4.75E-05,4,0.004733894
3201,YKR067W,15,0,5,4,0.000557523,7.86E-08,0.214742084,3.31E-05,332,36,9,0.140340287,0.555555556,0.000139381,0.053685521,1.97E-08,8.27E-06,4,0.009864251
3202,YBR042C,2,0,6,5,0,1.13E-08,0.185835671,0,332,36,2,0.033062716,0.479452055,0,0.037167134,2.26E-09,0,5,0
3203,YNR008W,15,0,4,4,0.000256911,1.73E-08,0.203589881,1.53E-05,332,36,11,0.170249253,0.573770492,6.42E-05,0.05089747,4.33E-09,3.81E-06,4,0.013018846
3204,YER113C,1,0,6,5,0,1.30E-10,0.174385778,0,332,36,1,0.011677003,0.360824742,0,0.034877156,2.61E-11,0,5,0
3205,YDR284C,13,0,5,4,0.000189186,1.97E-08,0.212062167,1.46E-05,332,36,10,0.137928963,0.53030303,4.73E-05,0.053015542,4.92E-09,3.65E-06,4,0.01224147
3206,YOL011W,9,0,5,4,0.000548671,2.99E-06,0.23053258,0.00013707,332,36,4,0.086657766,0.486111111,0.000137168,0.057633145,7.48E-07,3.43E-05,4,0
3207,YER026C,16,0,4,4,0.002974704,2.16E-06,0.236716727,0.000156815,332,36,8,0.137520737,0.538461538,0.000743676,0.059179182,5.41E-07,3.92E-05,4,0.000362872
3208,YKR089C,28,0,4,4,0.000999067,9.15E-08,0.218279929,1.61E-05,332,36,25,0.323090256,0.760869565,0.000249767,0.054569982,2.29E-08,4.02E-06,4,0.129247001
3209,YKR031C,25,0,5,4,0.005019112,8.68E-07,0.241557893,0.00013275,332,36,15,0.243594552,0.636363636,0.001254778,0.060389473,2.17E-07,3.32E-05,4,0.02228879
3210,YGL084C,1,1,6,5,0,1.12E-08,0.185466201,0,332,36,1,0.026120771,0.454545455,0,0.03709324,2.24E-09,0,5,0
3211,YCR105W,9,0,4,5,0.00021424,6.13E-07,0.211336631,3.57E-05,333,6,4,0.383092253,0.833333333,5.36E-05,0.052834158,1.53E-07,8.94E-06,4,0.025
3212,YOR120W,15,0,3,4,0.00116542,9.75E-07,0.231407887,6.54E-05,333,6,5,0.454401421,1,0.000388473,0.077135962,3.25E-07,2.18E-05,3,0.05
3213,YMR318C,10,0,4,5,0.000265047,6.21E-07,0.213857958,3.68E-05,333,6,4,0.383092253,0.833333333,6.63E-05,0.05346449,1.55E-07,9.20E-06,4,0.025
3214,YER062C,7,0,4,5,9.66E-06,2.64E-08,0.198179059,1.95E-06,333,6,4,0.383092253,0.833333333,2.41E-06,0.049544765,6.61E-09,4.89E-07,4,0.025
3215,YIL053W,7,0,4,5,9.55E-06,2.64E-08,0.197758934,1.90E-06,333,6,4,0.383092253,0.833333333,2.39E-06,0.049439733,6.59E-09,4.76E-07,4,0.025
3216,YHL032C,9,0,4,4,8.42E-05,1.88E-08,0.201383382,1.12E-05,333,6,5,0.454401421,1,2.11E-05,0.050345845,4.70E-09,2.80E-06,4,0.05
3217,YDL142C,12,0,5,5,0.000703338,6.39E-08,0.211102388,3.21E-05,334,6,5,0.52897833,1,0.000140668,0.042220478,1.28E-08,6.42E-06,5,0.5
3218,YPL206C,4,0,5,4,0.000129477,1.56E-08,0.201002594,9.47E-05,334,6,2,0.300458678,0.625,3.24E-05,0.050250649,3.89E-09,2.37E-05,4,0
3219,YGR110W,2,0,6,6,0,4.75E-10,0.177624932,0,334,6,1,0.155414343,0.555555556,0,0.029604155,7.92E-11,0,6,0
3220,YHR100C,6,0,6,5,6.64E-06,1.33E-08,0.191752664,1.53E-06,334,6,4,0.493686009,0.833333333,1.33E-06,0.038350533,2.67E-09,3.07E-07,5,0.1
3221,YGR046W,6,1,6,5,7.09E-05,1.02E-07,0.194560313,1.49E-05,334,6,3,0.425456823,0.714285714,1.42E-05,0.038912063,2.04E-08,2.98E-06,5,0
3222,YCL004W,7,1,5,5,6.74E-05,5.25E-08,0.20855005,1.51E-05,334,6,3,0.425456823,0.714285714,1.35E-05,0.04171001,1.05E-08,3.02E-06,5,0
3223,YPL110C,9,0,5,4,0.000460213,6.63E-08,0.215969761,4.60E-05,335,1,0,1,0,0.000115053,0.05399244,1.66E-08,1.15E-05,4,0
3224,YLR110C,3,0,4,4,0.000424509,1.48E-06,0.221731749,0.00025053,336,3,1,0.500000064,0.666666667,0.000106127,0.055432937,3.71E-07,6.26E-05,4,0
3225,YKL096W-A,2,0,5,5,3.58E-05,9.16E-09,0.183103669,2.69E-05,336,3,2,0.70710669,1,7.17E-06,0.036620734,1.83E-09,5.38E-06,5,1
3226,YDR077W,3,0,4,5,0.000923196,1.81E-08,0.188300721,0.000276959,336,3,1,0.500000064,0.666666667,0.000230799,0.04707518,4.52E-09,6.92E-05,4,0
3227,YHR055C,2,0,7,6,0,1.00E-12,0.140283575,0,337,4,2,0.522720455,0.75,0,0.023380596,1.67E-13,0,6,0
3228,YOR031W,1,0,8,7,0,6.14E-15,0.123031787,0,337,4,1,0.281845798,0.6,0,0.01757597,8.77E-16,0,7,0
3229,YGL166W,3,1,6,5,0.001312049,1.64E-10,0.163156768,0.000448017,337,4,2,0.522720455,0.75,0.00026241,0.032631354,3.27E-11,8.96E-05,5,0
3230,YHR053C,3,0,7,6,0.000437541,1.00E-12,0.14028788,7.96E-05,337,4,3,0.611628644,1,7.29E-05,0.023381313,1.67E-13,1.33E-05,6,0.666666667
3231,YIR018W,2,0,5,4,1.30E-05,5.31E-10,0.171140814,1.89E-05,338,4,1,0.281845798,0.6,3.25E-06,0.042785203,1.33E-10,4.73E-06,4,0
3232,YKR052C,3,0,4,3,0.000182291,9.96E-08,0.199154758,0.000136408,338,4,2,0.522720455,0.75,6.08E-05,0.066384919,3.32E-08,4.55E-05,3,0
3233,YLR220W,5,1,5,4,0.000417826,1.66E-08,0.191231226,5.93E-05,338,4,3,0.611628644,1,0.000104457,0.047807807,4.14E-09,1.48E-05,4,0.666666667
3234,YLR034C,5,0,5,4,0.000113158,2.56E-09,0.183493236,2.17E-05,338,4,2,0.522720455,0.75,2.83E-05,0.045873309,6.41E-10,5.44E-06,4,0
3235,YBR207W,3,0,5,5,6.38E-08,1.85E-09,0.177273609,4.19E-08,339,5,3,0.469959238,0.8,1.28E-08,0.035454722,3.71E-10,8.38E-09,5,0.083333333
3236,YEL065W,6,0,5,3,0.000132704,3.37E-08,0.196813778,2.48E-05,339,5,2,0.350541837,0.666666667,4.42E-05,0.065604593,1.12E-08,8.26E-06,3,0
3237,YER145C,12,0,4,4,0.006932935,2.96E-07,0.215430295,0.000279276,339,5,4,0.559032619,1,0.001733234,0.053857574,7.40E-08,6.98E-05,4,0.333333333
3238,YFL041W,3,0,5,5,9.73E-07,1.84E-09,0.177873764,5.26E-07,339,5,2,0.350541837,0.666666667,1.95E-07,0.035574753,3.68E-10,1.05E-07,5,0
3239,YMR058W,11,0,5,4,0.000942286,5.33E-09,0.19472608,3.89E-05,339,5,3,0.469959238,0.8,0.000235571,0.04868152,1.33E-09,9.72E-06,4,0.083333333
3240,YLR451W,1,0,6,5,0,3.76E-08,0.184955895,0,340,3,1,0.500000064,0.666666667,0,0.036991179,7.51E-09,0,5,0
3241,YGL009C,12,0,5,4,0.000930154,6.15E-06,0.226916203,3.69E-05,340,3,2,0.70710669,1,0.000232539,0.056729051,1.54E-06,9.22E-06,4,1
3242,YKL120W,2,0,5,5,0,6.14E-08,0.191527696,0,340,3,1,0.500000064,0.666666667,0,0.038305539,1.23E-08,0,5,0
3243,YDR165W,42,0,4,4,0.001565237,0.006566509,0.256322548,2.39E-05,341,1,0,1,0,0.000391309,0.064080637,0.001641627,5.98E-06,4,0
3244,YDR465C,38,0,4,3,0.001603353,0.008564955,0.255448754,3.88E-05,342,1,0,1,0,0.000534451,0.085149585,0.002854985,1.29E-05,3,0
3245,YGL013C,7,0,5,4,0.004879736,5.75E-06,0.214268973,0.000369055,343,10,6,0.435266967,0.75,0.001219934,0.053567243,1.44E-06,9.23E-05,4,0.416666667
3246,YOR328W,1,0,7,6,0,2.19E-10,0.150119873,0,343,10,1,0.104090905,0.45,0,0.025019979,3.65E-11,0,6,0
3247,YDR406W,2,0,7,6,0,4.38E-10,0.15031734,0,343,10,2,0.203757707,0.473684211,0,0.02505289,7.30E-11,0,6,0
3248,YGR281W,7,0,6,5,0.001528723,3.58E-08,0.1766297,7.91E-05,343,10,6,0.455526881,0.75,0.000305745,0.03532594,7.16E-09,1.58E-05,5,0.305555556
3249,YBL005W,5,0,6,5,0.000437541,3.58E-08,0.176609226,5.14E-05,343,10,5,0.415945067,0.692307692,8.75E-05,0.035321845,7.16E-09,1.03E-05,5,0.222222222
3250,YDR011W,4,0,6,5,0,3.58E-08,0.176602403,0,343,10,4,0.398266063,0.642857143,0,0.035320481,7.16E-09,0,5,0
3251,YOR162C,1,0,7,6,0,2.19E-10,0.150105083,0,343,10,1,0.09504641,0.428571429,0,0.025017514,3.65E-11,0,6,0
3252,YHR064C,11,0,4,3,0.004760998,0.000926978,0.265663141,0.00124299,343,10,1,0.099461947,0.45,0.001586999,0.08855438,0.000308993,0.00041433,3,0
3253,YHR178W,1,0,6,5,0,3.52E-08,0.176466046,0,343,10,1,0.099461947,0.45,0,0.035293209,7.03E-09,0,5,0
3254,YOR153W,6,0,6,5,0.00076168,3.58E-08,0.17687575,8.54E-05,343,10,5,0.43616565,0.692307692,0.000152336,0.03537515,7.16E-09,1.71E-05,5,0.083333333
3255,YNL313C,27,1,4,4,0.00217594,0.006146395,0.250589332,9.15E-05,344,1,0,1,0,0.000543985,0.062647333,0.001536599,2.29E-05,4,0
3256,YPL212C,12,0,4,4,8.10E-05,0.00064981,0.22442066,7.64E-06,345,8,5,0.329137625,0.777777778,2.02E-05,0.056105165,0.000162453,1.91E-06,4,0.00952381
3257,YNL292W,41,0,4,4,0.002336604,0.008323336,0.257826161,3.91E-05,345,8,7,0.414757181,1,0.000584151,0.06445654,0.002080834,9.77E-06,4,0.09047619
3258,YGL063W,7,0,5,5,1.28E-05,0.000112114,0.209361975,2.22E-06,345,8,6,0.365738981,0.875,2.56E-06,0.041872395,2.24E-05,4.43E-07,5,0.057142857
3259,YDL036C,5,0,5,5,3.55E-08,0.000112575,0.207348605,1.61E-08,345,8,5,0.333882162,0.777777778,7.10E-09,0.041469721,2.25E-05,3.22E-09,5,0.00952381
3260,YOR243C,42,0,4,4,0.00164993,0.009219894,0.250438308,3.04E-05,345,8,7,0.414757181,1,0.000412482,0.062609577,0.002304973,7.60E-06,4,0.09047619
3261,YGR169C,5,0,5,5,3.55E-08,0.000112575,0.207348605,1.61E-08,345,8,5,0.333882162,0.777777778,7.10E-09,0.041469721,2.25E-05,3.22E-09,5,0.00952381
3262,YFL001W,9,0,5,4,0.000203766,0.000347565,0.222552218,5.14E-05,345,8,3,0.209158821,0.636363636,5.09E-05,0.055638054,8.69E-05,1.29E-05,4,0
3263,YLR165C,6,0,5,5,5.47E-08,0.000113259,0.207358011,1.35E-08,345,8,6,0.383607058,0.875,1.09E-08,0.041471602,2.27E-05,2.70E-09,5,0.019047619
3264,YDL101C,34,0,5,3,0.001008758,1.83E-05,0.250864387,1.71E-05,346,2,1,0.707106781,1,0.000336253,0.083621462,6.10E-06,5.70E-06,3,0
3265,YML058W,8,0,5,4,3.24E-05,1.33E-06,0.224101584,7.33E-06,346,2,1,0.707106781,1,8.11E-06,0.056025396,3.31E-07,1.83E-06,4,0
3266,YDR097C,46,0,4,3,0.000401166,4.31E-05,0.25326906,6.91E-06,347,2,1,0.707106781,1,0.000133722,0.08442302,1.44E-05,2.30E-06,3,0
3267,YOL090W,54,0,4,3,0.002326818,5.52E-05,0.259996587,2.09E-05,347,2,1,0.707106781,1,0.000775606,0.086665529,1.84E-05,6.96E-06,3,0
3268,YMR219W,4,0,5,4,2.65E-05,1.64E-06,0.222087261,3.45E-05,348,3,1,0.500000064,0.666666667,6.64E-06,0.055521815,4.10E-07,8.63E-06,4,0
3269,YDR227W,16,0,4,3,0.000696359,4.34E-06,0.242351943,2.80E-05,348,3,2,0.70710669,1,0.00023212,0.080783981,1.45E-06,9.34E-06,3,1
3270,YNL186W,4,0,4,3,3.28E-05,1.03E-05,0.229767769,5.94E-05,348,3,1,0.500000064,0.666666667,1.09E-05,0.076589256,3.43E-06,1.98E-05,3,0
3271,YLR318W,36,0,4,3,0.004044855,0.000657056,0.270938296,7.46E-05,349,3,2,0.577350269,1,0.001348285,0.090312765,0.000219019,2.49E-05,3,0
3272,YIL009C-A,7,0,5,4,3.76E-05,3.17E-05,0.223871094,1.29E-05,349,3,2,0.577350269,1,9.39E-06,0.055967774,7.92E-06,3.22E-06,4,0
3273,YLR233C,14,0,4,4,0.000381229,3.89E-05,0.238507696,2.63E-05,349,3,2,0.577350269,1,9.53E-05,0.059626924,9.73E-06,6.57E-06,4,0
3274,YCR016W,7,0,5,4,3.63E-07,0.001217624,0.228014167,5.79E-07,350,2,1,0.707106781,1,9.07E-08,0.057003542,0.000304406,1.45E-07,4,0
3275,YIL096C,30,0,4,4,0.000823639,0.00725406,0.25682661,2.86E-05,350,2,1,0.707106781,1,0.00020591,0.064206652,0.001813515,7.16E-06,4,0
3276,YJL196C,5,0,5,2,0,7.07E-08,0.202570352,0,351,7,5,0.34112963,0.857142857,0,0.101285176,3.54E-08,0,2,0
3277,YJL097W,6,1,5,2,1.16E-06,7.14E-08,0.203716909,2.33E-07,351,7,6,0.391729792,1,5.79E-07,0.101858454,3.57E-08,1.16E-07,2,0.013333333
3278,YLR372W,6,0,5,2,0.000232638,1.11E-07,0.216655607,5.84E-05,351,7,5,0.34112963,0.857142857,0.000116319,0.108327804,5.55E-08,2.92E-05,2,0
3279,YDL015C,11,1,4,1,0.002579206,1.04E-05,0.246215998,0.000159683,351,7,6,0.391729792,1,0.002579206,0.246215998,1.04E-05,0.000159683,1,0.013333333
3280,YGL055W,16,1,5,2,0.002249842,9.76E-07,0.225973898,5.54E-05,351,7,6,0.391729792,1,0.001124921,0.112986949,4.88E-07,2.77E-05,2,0.013333333
3281,YBR159W,7,0,5,2,3.29E-05,7.18E-08,0.205014352,5.17E-06,351,7,6,0.391729792,1,1.65E-05,0.102507176,3.59E-08,2.59E-06,2,0.013333333
3282,YCR034W,6,0,5,2,1.16E-06,7.14E-08,0.203716909,2.33E-07,351,7,6,0.391729792,1,5.79E-07,0.101858454,3.57E-08,1.16E-07,2,0.013333333
3283,YDR242W,15,0,4,4,0.001635122,1.28E-06,0.235776551,5.73E-05,352,3,1,0.707106781,0.5,0.00040878,0.058944138,3.19E-07,1.43E-05,4,0
3284,YPL103C,1,0,5,5,0,7.81E-09,0.190800184,0,352,3,1,0.707106781,0.5,0,0.038160037,1.56E-09,0,5,0
3285,YEL041W,9,0,4,4,1.81E-05,1.87E-07,0.225494549,5.06E-06,352,3,0,2.70E-06,0,4.53E-06,0.056373637,4.67E-08,1.27E-06,4,0
3286,YPR155C,2,0,6,5,0.000874891,1.61E-08,0.181605085,0.000740292,353,3,1,0.500000064,0.666666667,0.000174978,0.036321017,3.23E-09,0.000148058,5,0
3287,YIL087C,1,0,8,7,0,6.02E-13,0.133234231,0,353,3,1,0.500000064,0.666666667,0,0.019033462,8.61E-14,0,7,0
3288,YKR070W,2,0,7,6,0.000437541,9.86E-11,0.153709059,0.000145847,353,3,2,0.70710669,1,7.29E-05,0.025618177,1.64E-11,2.43E-05,6,1
3289,YBR101C,23,0,4,3,0.000675886,9.62E-05,0.256164537,1.36E-05,354,2,1,0.707106781,1,0.000225295,0.085388179,3.21E-05,4.52E-06,3,0
3290,YGR268C,1,0,5,4,0,5.88E-07,0.203935041,0,354,2,1,0.707106781,1,0,0.05098376,1.47E-07,0,4,0
3291,YFR014C,1,0,5,4,0,4.82E-07,0.215055281,0,355,2,1,0.707106781,1,0,0.05376382,1.20E-07,0,4,0
