,cluster,protein,degree,degree_centrality,eigenvector_centrality,betweenness_centrality
1156,286,YDR477W,17,1.000,0.460,0.800
1157,286,YGL179C,7,0.412,0.350,0.010
1158,286,YDR422C,6,0.353,0.327,0.000
1159,286,YER027C,6,0.353,0.327,0.000
1160,287,YIR038C,3,0.375,0.384,0.250
1161,287,YLL048C,3,0.375,0.384,0.250
1162,287,YNL229C,6,0.750,0.618,0.750
1163,288,YFR021W,13,0.619,0.308,0.026
1164,288,YBR128C,9,0.429,0.226,0.015
1165,288,YBR097W,16,0.762,0.334,0.083
1166,288,YFR019W,10,0.476,0.261,0.004
1167,288,YPL120W,20,0.952,0.359,0.276
1168,288,YNL325C,9,0.429,0.241,0.001
1169,288,YLR360W,9,0.429,0.244,0.001
1170,288,YLR211C,9,0.429,0.244,0.001
1171,288,YLR240W,19,0.905,0.348,0.252
1172,288,YNL054W,9,0.429,0.241,0.001
1173,289,YOR101W,4,1.000,0.479,0.056
1174,289,YJL005W,4,1.000,0.479,0.056
1175,289,YNL098C,4,1.000,0.479,0.056
1176,290,YHR046C,2,1.000,0.577,0.000
1177,290,YDR287W,2,1.000,0.577,0.000
1178,290,YPR113W,2,1.000,0.577,0.000
1179,291,YIL160C,1,1.000,0.707,0.000
1180,291,YBR222C,1,1.000,0.707,0.000
1181,292,YER081W,1,1.000,0.707,0.000
1182,292,YIL074C,1,1.000,0.707,0.000
1183,293,YOR236W,6,1.000,0.504,0.456
1184,293,YNL256W,5,0.833,0.479,0.122
1185,294,YHL007C,6,0.231,0.203,0.003
1186,294,YOR127W,6,0.231,0.188,0.003
1187,294,YBR200W,15,0.577,0.348,0.138
1188,294,YLR229C,21,0.808,0.436,0.464
1189,294,YNL271C,11,0.423,0.294,0.062
1190,294,YDR309C,6,0.231,0.190,0.007
1191,294,YLL021W,7,0.269,0.204,0.022
1192,294,YAL041W,11,0.423,0.313,0.028
1193,294,YNL298W,11,0.423,0.313,0.034
1194,294,YGR152C,6,0.231,0.210,0.002
1195,295,YBR179C,0,1.000,1.000,0.000
1196,296,YEL013W,2,0.667,0.602,0.667
1197,296,YLR072W,2,0.667,0.602,0.667
1198,297,YMR097C,2,0.333,0.387,0.133
1199,297,YHR168W,5,0.833,0.632,0.833
1200,297,YOR201C,2,0.333,0.316,0.033
1201,297,YGL136C,2,0.333,0.387,0.133
1202,298,YBL057C,1,1.000,0.707,0.000
1203,298,YMR276W,1,1.000,0.707,0.000
1204,299,YMR023C,2,1.000,0.577,0.000
1205,299,YGL236C,2,1.000,0.577,0.000
1206,299,YDL033C,2,1.000,0.577,0.000
1207,300,YBR208C,2,1.000,0.577,0.000
1208,300,YIR032C,2,1.000,0.577,0.000
1209,300,YNL314W,2,1.000,0.577,0.000
1210,301,YPL106C,5,0.714,0.456,0.183
1211,301,YLR090W,6,0.857,0.511,0.365
1212,302,YKR074W,1,1.000,0.707,0.000
1213,302,YPL225W,1,1.000,0.707,0.000
1214,303,YAL038W,2,1.000,0.707,1.000
1215,304,YDR519W,1,1.000,0.707,0.000
1216,304,YDR304C,1,1.000,0.707,0.000
1217,305,YBR153W,5,1.000,0.428,0.025
1218,305,YBL033C,5,1.000,0.428,0.025
1219,305,YBR256C,5,1.000,0.428,0.025
1220,305,YDR487C,5,1.000,0.428,0.025
1221,306,YLR377C,8,1.000,0.424,0.446
1222,306,YMR205C,6,0.750,0.396,0.018
1223,306,YJL155C,6,0.750,0.396,0.018
1224,306,YGR240C,6,0.750,0.396,0.018
1225,307,YER003C,2,1.000,0.577,0.000
1226,307,YFL045C,2,1.000,0.577,0.000
1227,307,YNR073C,2,1.000,0.577,0.000
1228,308,YOL122C,0,1.000,1.000,0.000
1229,309,YBR290W,0,1.000,1.000,0.000
1230,310,YDR182W,1,1.000,0.707,0.000
1231,310,YCR044C,1,1.000,0.707,0.000
1232,311,YMR319C,0,1.000,1.000,0.000
1233,312,YOL023W,0,1.000,1.000,0.000
1234,313,YHR218W,8,0.667,0.345,0.016
1235,313,YNL339C,11,0.917,0.382,0.340
1236,313,YLR466W,9,0.750,0.368,0.037
1237,313,YLL067C,10,0.833,0.374,0.204
1238,314,YHL016C,0,1.000,1.000,0.000
1239,315,YJL127C,2,1.000,0.707,1.000
1240,316,YPL111W,0,1.000,1.000,0.000
1241,317,YBR011C,2,1.000,0.577,0.000
1242,317,YMR267W,2,1.000,0.577,0.000
1243,317,YPL036W,2,1.000,0.577,0.000
1244,318,YBL019W,5,1.000,0.408,0.000
1245,318,YML060W,5,1.000,0.408,0.000
1246,318,YAL015C,5,1.000,0.408,0.000
1247,318,YML021C,5,1.000,0.408,0.000
1248,318,YKL114C,5,1.000,0.408,0.000
1249,318,YOL043C,5,1.000,0.408,0.000
1250,319,YLR411W,3,1.000,0.557,0.167
1251,319,YMR021C,3,1.000,0.557,0.167
1252,320,YIL065C,0,1.000,1.000,0.000
1253,321,YML004C,7,0.778,0.367,0.037
1254,321,YDR272W,8,0.889,0.380,0.146
1255,321,YOR040W,8,0.889,0.380,0.146
1256,321,YMR322C,7,0.778,0.370,0.044
1257,321,YOR391C,7,0.778,0.370,0.044
1258,322,YNL295W,2,1.000,0.707,1.000
1259,323,YJR069C,2,1.000,0.707,1.000
1260,324,YGR010W,7,1.000,0.413,0.310
1261,324,YLR328W,6,0.857,0.402,0.024
1262,324,YFR047C,6,0.857,0.402,0.024
1263,324,YOR209C,6,0.857,0.402,0.024
1264,325,YER007C-A,2,1.000,0.577,0.000
1265,325,YDR117C,2,1.000,0.577,0.000
1266,325,YJR014W,2,1.000,0.577,0.000
1267,326,YAL030W,26,0.788,0.206,0.015
1268,326,YGR009C,27,0.818,0.211,0.067
1269,326,YLR026C,28,0.848,0.216,0.046
1270,326,YLR268W,29,0.879,0.215,0.056
1271,326,YOR075W,28,0.848,0.206,0.051
1272,326,YKL196C,28,0.848,0.218,0.019
1273,326,YMR197C,26,0.788,0.206,0.015
1274,326,YIL004C,26,0.788,0.209,0.007
1275,326,YPL232W,27,0.818,0.216,0.009
1276,326,YOR106W,26,0.788,0.206,0.014
1277,326,YLR078C,26,0.788,0.209,0.008
1278,327,YDR179C,4,1.000,0.447,0.000
1279,327,YDL216C,4,1.000,0.447,0.000
1280,327,YOL117W,4,1.000,0.447,0.000
1281,327,YIL071C,4,1.000,0.447,0.000
1282,327,YMR025W,4,1.000,0.447,0.000
1283,328,YHR129C,0,1.000,1.000,0.000
1284,329,YDR106W,3,1.000,0.500,0.000
1285,329,YMR294W,3,1.000,0.500,0.000
1286,329,YPL174C,3,1.000,0.500,0.000
1287,329,YLL049W,3,1.000,0.500,0.000
1288,330,YKL007W,0,1.000,1.000,0.000
1289,331,YKR054C,4,1.000,0.510,0.167
1290,331,YDR488C,4,1.000,0.510,0.167
1291,332,YOR175C,28,0.800,0.336,0.282
1292,332,YDR503C,12,0.343,0.150,0.073
1293,332,YNL130C,12,0.343,0.185,0.044
1294,332,YOR311C,12,0.343,0.204,0.011
1295,332,YKR089C,25,0.714,0.323,0.129
1296,332,YNL169C,12,0.343,0.192,0.031
1297,332,YKR031C,15,0.429,0.244,0.022
1298,332,YBR029C,13,0.371,0.213,0.019
1299,332,YHR123W,16,0.457,0.235,0.062
1300,332,YOR081C,25,0.714,0.327,0.122
1301,333,YHL032C,5,1.000,0.454,0.050
1302,333,YOR120W,5,1.000,0.454,0.050
1303,334,YDL142C,5,1.000,0.529,0.500
1304,334,YHR100C,4,0.800,0.494,0.100
1305,335,YPL110C,0,1.000,1.000,0.000
1306,336,YKL096W-A,2,1.000,0.707,1.000
1307,337,YHR053C,3,1.000,0.612,0.667
1308,338,YLR220W,3,1.000,0.612,0.667
1309,339,YBR207W,3,0.750,0.470,0.083
1310,339,YER145C,4,1.000,0.559,0.333
1311,339,YMR058W,3,0.750,0.470,0.083
1312,340,YGL009C,2,1.000,0.707,1.000
1313,341,YDR165W,0,1.000,1.000,0.000
1314,342,YDR465C,0,1.000,1.000,0.000
1315,343,YGR281W,6,0.667,0.456,0.306
1316,343,YBL005W,5,0.556,0.416,0.222
1317,343,YOR153W,5,0.556,0.436,0.083
1318,343,YGL013C,6,0.667,0.435,0.417
1319,344,YNL313C,0,1.000,1.000,0.000
1320,345,YNL292W,7,1.000,0.415,0.090
1321,345,YOR243C,7,1.000,0.415,0.090
1322,346,YDL101C,1,1.000,0.707,0.000
1323,346,YML058W,1,1.000,0.707,0.000
1324,347,YOL090W,1,1.000,0.707,0.000
1325,347,YDR097C,1,1.000,0.707,0.000
1326,348,YDR227W,2,1.000,0.707,1.000
1327,349,YLR233C,2,1.000,0.577,0.000
1328,349,YLR318W,2,1.000,0.577,0.000
1329,349,YIL009C-A,2,1.000,0.577,0.000
1330,350,YIL096C,1,1.000,0.707,0.000
1331,350,YCR016W,1,1.000,0.707,0.000
1332,351,YCR034W,6,1.000,0.392,0.013
1333,351,YBR159W,6,1.000,0.392,0.013
1334,351,YDL015C,6,1.000,0.392,0.013
1335,351,YJL097W,6,1.000,0.392,0.013
1336,351,YGL055W,6,1.000,0.392,0.013
1337,352,YDR242W,1,0.500,0.707,0.000
1338,352,YPL103C,1,0.500,0.707,0.000
1339,353,YKR070W,2,1.000,0.707,1.000
1340,354,YGR268C,1,1.000,0.707,0.000
1341,354,YBR101C,1,1.000,0.707,0.000
1342,355,YFR014C,1,1.000,0.707,0.000
1343,355,YBR109C,1,1.000,0.707,0.000
1344,356,YDR171W,0,1.000,1.000,0.000
1345,357,YOR164C,7,1.000,0.444,0.353
1346,357,YOL111C,6,0.857,0.429,0.067
1347,358,YNR016C,2,1.000,0.577,0.000
1348,358,YMR207C,2,1.000,0.577,0.000
1349,358,YDL141W,2,1.000,0.577,0.000
1350,359,YNL104C,2,1.000,0.707,1.000
1351,360,YGR205W,0,1.000,1.000,0.000
1352,361,YBR176W,2,1.000,0.577,0.000
1353,361,YHR063C,2,1.000,0.577,0.000
1354,361,YIL145C,2,1.000,0.577,0.000
1355,362,YIL165C,1,1.000,0.707,0.000
1356,362,YIL164C,1,1.000,0.707,0.000
1357,363,YHR074W,4,0.800,0.440,0.000
1358,363,YJR049C,4,0.800,0.440,0.000
1359,363,YDR191W,4,0.800,0.440,0.000
1360,363,YOR025W,4,0.800,0.440,0.000
1361,363,YGL067W,5,1.000,0.462,0.400
1362,364,YPL057C,4,1.000,0.479,0.056
1363,364,YDR367W,4,1.000,0.479,0.056
1364,364,YKL004W,4,1.000,0.479,0.056
1365,365,YNL072W,3,1.000,0.612,0.667
1366,366,YLR425W,1,0.500,0.707,0.000
1367,366,YPR165W,1,0.500,0.707,0.000
1368,367,YIL103W,6,0.750,0.374,0.000
1369,367,YLR172C,6,0.750,0.374,0.000
1370,367,YJR097W,6,0.750,0.374,0.000
1371,367,YKL191W,6,0.750,0.374,0.000
1372,367,YBR246W,6,0.750,0.374,0.000
1373,367,YBL071W-A,7,0.875,0.383,0.250
1374,367,YLR143W,7,0.875,0.383,0.250
1375,368,YDR439W,5,0.833,0.514,0.267
1376,368,YCR086W,5,0.833,0.492,0.400
1377,369,YGL122C,1,1.000,0.707,0.000
1378,369,YMR255W,1,1.000,0.707,0.000
1379,370,YAL029C,5,0.833,0.526,0.511
1380,370,YOR326W,4,0.667,0.485,0.211
1381,371,YBL007C,2,1.000,0.707,1.000
1382,372,YDR388W,5,1.000,0.604,0.750
1383,372,YCR009C,3,0.600,0.491,0.050
1384,373,YDL161W,2,0.667,0.500,0.167
1385,373,YLR206W,2,0.667,0.500,0.167
1386,373,YER060W-A,2,0.667,0.500,0.167
1387,373,YER060W,2,0.667,0.500,0.167
1388,374,YLR319C,1,1.000,0.707,0.000
1389,374,YOR304C-A,1,1.000,0.707,0.000
1390,375,YOR094W,3,1.000,0.707,1.000
1391,376,YMR032W,4,1.000,0.510,0.167
1392,376,YDL117W,4,1.000,0.510,0.167
1393,377,YIL027C,7,1.000,0.354,0.000
1394,377,YLL014W,7,1.000,0.354,0.000
1395,377,YGL231C,7,1.000,0.354,0.000
1396,377,YJL192C,7,1.000,0.354,0.000
1397,377,YCL045C,7,1.000,0.354,0.000
1398,377,YJR088C,7,1.000,0.354,0.000
1399,377,YKL207W,7,1.000,0.354,0.000
1400,377,YDR056C,7,1.000,0.354,0.000
1401,378,YBR141C,5,0.556,0.372,0.271
1402,378,YJR129C,6,0.667,0.466,0.211
1403,378,YIL064W,7,0.778,0.500,0.421
1404,379,YOR198C,1,1.000,0.707,0.000
1405,379,YJL080C,1,1.000,0.707,0.000
1406,380,YML068W,1,1.000,0.707,0.000
1407,380,YKR017C,1,1.000,0.707,0.000
1408,381,YCL033C,2,1.000,0.577,0.000
1409,381,YKL069W,2,1.000,0.577,0.000
1410,381,YER042W,2,1.000,0.577,0.000
1411,382,YOR388C,1,1.000,0.707,0.000
1412,382,YJL068C,1,1.000,0.707,0.000
1413,383,YOR212W,1,1.000,0.707,0.000
1414,383,YHR005C,1,1.000,0.707,0.000
1415,384,YGR285C,1,1.000,0.707,0.000
1416,384,YDL229W,1,1.000,0.707,0.000
1417,385,YKL034W,2,0.500,0.394,0.000
1418,385,YDL219W,2,0.500,0.394,0.000
1419,385,YLR114C,2,0.500,0.394,0.000
1420,385,YOR223W,2,0.500,0.394,0.000
1421,385,YDL091C,4,1.000,0.615,0.667
1422,386,YPL154C,0,1.000,1.000,0.000
1423,387,YCR093W,9,1.000,0.345,0.226
1424,387,YIL038C,8,0.889,0.340,0.004
1425,387,YPR072W,8,0.889,0.340,0.004
1426,387,YDL165W,8,0.889,0.340,0.004
1427,387,YFL028C,8,0.889,0.340,0.004
1428,387,YGR134W,8,0.889,0.340,0.004
1429,387,YNL288W,8,0.889,0.340,0.004
1430,388,YPL210C,7,1.000,0.384,0.031
1431,388,YDL092W,7,1.000,0.384,0.031
1432,388,YPL243W,7,1.000,0.384,0.031
1433,388,YPR088C,7,1.000,0.384,0.031
1434,389,YER121W,6,0.750,0.407,0.060
1435,389,YMR245W,6,0.750,0.407,0.060
1436,389,YJL199C,6,0.750,0.407,0.060
1437,389,YGR182C,7,0.875,0.400,0.429
1438,390,YAR008W,5,1.000,0.461,0.150
1439,390,YJL087C,5,1.000,0.461,0.150
1440,391,YBL047C,2,1.000,0.707,1.000
1441,392,YOR042W,2,1.000,0.707,1.000
1442,393,YPL184C,1,1.000,0.707,0.000
1443,393,YPR042C,1,1.000,0.707,0.000
1444,394,YNL197C,1,1.000,0.707,0.000
1445,394,YDL224C,1,1.000,0.707,0.000
1446,395,YOL104C,2,1.000,0.577,0.000
1447,395,YJL019W,2,1.000,0.577,0.000
1448,395,YPL200W,2,1.000,0.577,0.000
1449,396,YOR387C,2,0.400,0.431,0.000
1450,396,YGL256W,5,1.000,0.653,0.900
1451,396,YGL258W,2,0.400,0.431,0.000
1452,397,YHR113W,0,1.000,1.000,0.000
1453,398,YLR209C,0,1.000,1.000,0.000
1454,399,YKL166C,5,0.714,0.437,0.048
1455,399,YJL164C,7,1.000,0.494,0.476
1456,399,YPL203W,5,0.714,0.437,0.048
1457,400,YDR430C,0,1.000,1.000,0.000
1458,401,YOL086W-A,3,1.000,0.557,0.167
1459,401,YIR002C,3,1.000,0.557,0.167
1460,402,YDR457W,1,1.000,0.707,0.000
1461,402,YKL010C,1,1.000,0.707,0.000
1462,403,YER142C,1,1.000,0.707,0.000
1463,403,YDL200C,1,1.000,0.707,0.000
1464,404,YMR036C,2,1.000,0.707,1.000
1465,405,YHR207C,2,1.000,0.577,0.000
1466,405,YJL105W,2,1.000,0.577,0.000
1467,405,YPL165C,2,1.000,0.577,0.000
1468,406,YJR053W,2,1.000,0.577,0.000
1469,406,YMR055C,2,1.000,0.577,0.000
1470,406,YOR233W,2,1.000,0.577,0.000
1471,407,YAR014C,2,1.000,0.577,0.000
1472,407,YGR238C,2,1.000,0.577,0.000
1473,407,YHR158C,2,1.000,0.577,0.000
1474,408,YJL106W,2,1.000,0.707,1.000
1475,409,YMR009W,4,0.800,0.494,0.100
1476,409,YPR118W,5,1.000,0.529,0.500
1477,410,YJR159W,3,1.000,0.557,0.167
1478,410,YDL246C,3,1.000,0.557,0.167
1479,411,YGR144W,8,0.727,0.409,0.209
1480,411,YPL258C,7,0.636,0.399,0.027
1481,411,YPL214C,10,0.909,0.431,0.518
1482,411,YOL055C,7,0.636,0.399,0.027
1483,412,YDL052C,1,1.000,0.707,0.000
1484,412,YDR018C,1,1.000,0.707,0.000
1485,413,YMR165C,2,1.000,0.577,0.000
1486,413,YHR004C,2,1.000,0.577,0.000
1487,413,YAL009W,2,1.000,0.577,0.000
1488,414,YOR006C,1,1.000,0.707,0.000
1489,414,YIL025C,1,1.000,0.707,0.000
1490,415,YPL060W,2,0.400,0.372,0.050
1491,415,YOL130W,2,0.400,0.425,0.150
1492,415,YFL050C,2,0.400,0.425,0.150
1493,415,YOR334W,4,0.800,0.602,0.750
1494,416,YDR082W,5,0.714,0.398,0.000
1495,416,YBR275C,5,0.714,0.398,0.000
1496,416,YLR453C,5,0.714,0.398,0.000
1497,416,YLR010C,5,0.714,0.398,0.000
1498,416,YNL216W,7,1.000,0.432,0.476
1499,416,YDL220C,5,0.714,0.398,0.000
1500,417,YDL235C,5,0.500,0.359,0.006
1501,417,YNR031C,5,0.500,0.359,0.006
1502,417,YCR073C,5,0.500,0.359,0.006
1503,417,YIL147C,5,0.500,0.348,0.033
1504,417,YER118C,10,1.000,0.495,0.594
1505,418,YML001W,13,0.867,0.283,0.183
1506,418,YDR495C,12,0.800,0.297,0.010
1507,418,YLR148W,12,0.800,0.297,0.010
1508,418,YLR396C,13,0.867,0.303,0.054
1509,418,YDL077C,12,0.800,0.282,0.048
1510,418,YAL002W,13,0.867,0.303,0.054
1511,418,YMR231W,12,0.800,0.297,0.010
1512,419,YGL008C,0,1.000,1.000,0.000
1513,420,YPR183W,3,1.000,0.612,0.667
1514,421,YKL205W,1,1.000,0.707,0.000
1515,421,YOR112W,1,1.000,0.707,0.000
1516,422,YNR019W,3,1.000,0.557,0.167
1517,422,YCR048W,3,1.000,0.557,0.167
1518,423,YLR242C,1,1.000,0.707,0.000
1519,423,YJL062W,1,1.000,0.707,0.000
1520,424,YAL063C,1,0.200,0.316,0.000
1521,424,YOR140W,1,0.200,0.316,0.000
1522,424,YIR019C,5,1.000,0.707,1.000
1523,424,YAR050W,1,0.200,0.316,0.000
1524,424,YKR102W,1,0.200,0.316,0.000
1525,424,YHR211W,1,0.200,0.316,0.000
1526,425,YBR164C,0,1.000,1.000,0.000
1527,426,YJR031C,2,1.000,0.707,1.000
1528,427,YLR062C,1,1.000,0.707,0.000
1529,427,YGL217C,1,1.000,0.707,0.000
1530,428,YMR218C,12,0.857,0.298,0.018
1531,428,YKR068C,12,0.857,0.298,0.018
1532,428,YFL038C,12,0.857,0.257,0.273
1533,428,YDR407C,12,0.857,0.298,0.018
1534,428,YOR115C,12,0.857,0.298,0.018
1535,429,YPR029C,11,0.917,0.402,0.466
1536,429,YPL259C,7,0.583,0.328,0.041
1537,429,YBR288C,8,0.667,0.380,0.043
1538,429,YJR005W,7,0.583,0.346,0.031
1539,429,YGR261C,7,0.583,0.342,0.028
1540,430,YAL065C,3,1.000,0.612,0.667
1541,431,YGL227W,6,0.857,0.376,0.000
1542,431,YDR255C,6,0.857,0.376,0.000
1543,431,YIL097W,6,0.857,0.376,0.000
1544,431,YBR105C,6,0.857,0.376,0.000
1545,431,YMR135C,6,0.857,0.376,0.000
1546,431,YCL039W,7,1.000,0.385,0.286
1547,431,YIL017C,6,0.857,0.376,0.000
1548,432,YBR004C,14,0.636,0.272,0.141
1549,432,YJR013W,15,0.682,0.304,0.095
1550,432,YGL142C,15,0.682,0.301,0.085
1551,432,YPL175W,14,0.636,0.282,0.079
1552,432,YMR281W,14,0.636,0.296,0.064
1553,432,YLR088W,14,0.636,0.288,0.070
1554,433,YMR206W,1,1.000,0.707,0.000
1555,433,YMR081C,1,1.000,0.707,0.000
1556,434,YJL153C,3,1.000,0.500,0.000
1557,434,YOL108C,3,1.000,0.500,0.000
1558,434,YDR123C,3,1.000,0.500,0.000
1559,434,YHL020C,3,1.000,0.500,0.000
1560,435,YOR281C,1,1.000,0.707,0.000
1561,435,YDR183W,1,1.000,0.707,0.000
1562,436,YGR078C,6,0.857,0.411,0.048
1563,436,YML094W,6,0.857,0.411,0.048
1564,436,YLR200W,7,1.000,0.424,0.333
1565,437,YMR052W,5,0.833,0.423,0.017
1566,437,YNL127W,5,0.833,0.423,0.017
1567,437,YFR008W,5,0.833,0.423,0.017
1568,437,YMR029C,6,1.000,0.440,0.350
1569,438,YML067C,1,1.000,0.707,0.000
1570,438,YAL042W,1,1.000,0.707,0.000
1571,439,YKR099W,0,1.000,1.000,0.000
1572,440,YOL068C,1,1.000,0.707,0.000
1573,440,YOR279C,1,1.000,0.707,0.000
1574,441,YGR283C,3,1.000,0.612,0.667
1575,442,YFR003C,1,1.000,0.707,0.000
1576,442,YPL179W,1,1.000,0.707,0.000
1577,443,YJL129C,3,1.000,0.557,0.167
1578,443,YML016C,3,1.000,0.557,0.167
1579,444,YFR015C,1,1.000,0.707,0.000
1580,444,YLR177W,1,1.000,0.707,0.000
1581,445,YBR061C,4,0.800,0.596,0.600
1582,445,YOL125W,3,0.600,0.440,0.400
1583,446,YOL093W,1,1.000,0.707,0.000
1584,446,YLR405W,1,1.000,0.707,0.000
1585,447,YNR046W,1,1.000,0.707,0.000
1586,447,YDR140W,1,1.000,0.707,0.000
1587,448,YLR316C,2,1.000,0.577,0.000
1588,448,YJL035C,2,1.000,0.577,0.000
1589,448,YGL243W,2,1.000,0.577,0.000
1590,449,YJL212C,1,1.000,0.707,0.000
1591,449,YGL114W,1,1.000,0.707,0.000
1592,450,YOR143C,2,1.000,0.707,1.000
1593,451,YAR071W,4,1.000,0.510,0.167
1594,451,YHR215W,4,1.000,0.510,0.167
1595,452,YDL103C,3,1.000,0.612,0.667
1596,453,YOL095C,1,1.000,0.707,0.000
1597,453,YDR332W,1,1.000,0.707,0.000
1598,454,YDR539W,1,1.000,0.707,0.000
1599,454,YDR538W,1,1.000,0.707,0.000
1600,455,YBL061C,2,1.000,0.577,0.000
1601,455,YBR023C,2,1.000,0.577,0.000
1602,455,YHR142W,2,1.000,0.577,0.000
1603,456,YKR027W,4,1.000,0.447,0.000
1604,456,YLR330W,4,1.000,0.447,0.000
1605,456,YJL099W,4,1.000,0.447,0.000
1606,456,YMR237W,4,1.000,0.447,0.000
1607,456,YOR299W,4,1.000,0.447,0.000
1608,457,YBR078W,1,1.000,0.707,0.000
1609,457,YMR307W,1,1.000,0.707,0.000
1610,458,YLR342W,0,1.000,1.000,0.000
1611,459,YNL233W,0,1.000,1.000,0.000
1612,460,YDR438W,1,1.000,0.707,0.000
1613,460,YPL244C,1,1.000,0.707,0.000
1614,461,YNL063W,0,1.000,1.000,0.000
1615,462,YBR126C,0,1.000,1.000,0.000
1616,463,YLR149C,1,1.000,0.707,0.000
1617,463,YOR238W,1,1.000,0.707,0.000
1618,464,YFR017C,1,1.000,0.707,0.000
1619,464,YNR034W-A,1,1.000,0.707,0.000
1620,465,YGR262C,6,1.000,0.453,0.133
1621,465,YML036W,6,1.000,0.453,0.133
1622,466,YOR095C,0,1.000,1.000,0.000
1623,467,YLL061W,1,0.500,0.707,0.000
1624,467,YLL062C,1,0.500,0.707,0.000
1625,468,YGR142W,3,1.000,0.612,0.667
1626,469,YIL046W,0,1.000,1.000,0.000
1627,470,YKL038W,4,1.000,0.524,0.500
1628,470,YDL138W,3,0.750,0.482,0.000
1629,470,YOR047C,3,0.750,0.482,0.000
1630,470,YDL194W,3,0.750,0.482,0.000
1631,471,YER072W,4,0.500,0.362,0.000
1632,471,YPL019C,4,0.500,0.362,0.000
1633,471,YHR136C,5,0.625,0.408,0.054
1634,471,YML123C,8,1.000,0.512,0.518
1635,471,YJL012C,4,0.500,0.362,0.000
1636,471,YBR296C,4,0.500,0.242,0.054
1637,472,YDL106C,1,1.000,0.707,0.000
1638,472,YFR034C,1,1.000,0.707,0.000
1639,473,YIL047C,1,1.000,0.707,0.000
1640,473,YGR233C,1,1.000,0.707,0.000
1641,474,YLR102C,12,1.000,0.277,0.000
1642,474,YNL172W,12,1.000,0.277,0.000
1643,474,YFR036W,12,1.000,0.277,0.000
1644,474,YIR025W,12,1.000,0.277,0.000
1645,474,YGL240W,12,1.000,0.277,0.000
1646,474,YLR127C,12,1.000,0.277,0.000
1647,474,YBL084C,12,1.000,0.277,0.000
1648,474,YDR260C,12,1.000,0.277,0.000
1649,474,YDL008W,12,1.000,0.277,0.000
1650,474,YOR249C,12,1.000,0.277,0.000
1651,474,YKL022C,12,1.000,0.277,0.000
1652,474,YDR118W,12,1.000,0.277,0.000
1653,474,YHR166C,12,1.000,0.277,0.000
1654,475,YPR127W,4,1.000,0.583,0.583
1655,475,YBR035C,3,0.750,0.524,0.083
1656,476,YKL041W,19,0.826,0.269,0.031
1657,476,YPL065W,17,0.739,0.254,0.016
1658,476,YMR077C,19,0.826,0.269,0.031
1659,476,YJR102C,17,0.739,0.251,0.019
1660,476,YKL002W,19,0.826,0.269,0.031
1661,476,YLR025W,20,0.870,0.274,0.059
1662,477,YER136W,3,0.750,0.482,0.000
1663,477,YOR370C,3,0.750,0.482,0.000
1664,477,YML097C,4,1.000,0.524,0.500
1665,477,YBR264C,3,0.750,0.482,0.000
1666,478,YLR436C,1,1.000,0.707,0.000
1667,478,YMR304W,1,1.000,0.707,0.000
1668,479,YBR070C,4,0.800,0.440,0.000
1669,479,YNL048W,4,0.800,0.440,0.000
1670,479,YBR243C,5,1.000,0.462,0.400
1671,479,YGL047W,4,0.800,0.440,0.000
1672,479,YBR110W,4,0.800,0.440,0.000
1673,480,YBL020W,1,0.167,0.289,0.000
1674,480,YKR061W,1,0.167,0.289,0.000
1675,480,YBR199W,1,0.167,0.289,0.000
1676,480,YNL029C,1,0.167,0.289,0.000
1677,480,YGL065C,6,1.000,0.707,1.000
1678,480,YIL085C,1,0.167,0.289,0.000
1679,480,YJL139C,1,0.167,0.289,0.000
1680,481,YIL030C,1,1.000,0.707,0.000
1681,481,YIL029C,1,1.000,0.707,0.000
1682,482,YGL002W,6,0.667,0.375,0.022
1683,482,YGL200C,6,0.667,0.373,0.019
1684,482,YAR002C-A,6,0.667,0.375,0.022
1685,482,YAL007C,6,0.667,0.366,0.035
1686,482,YML012W,9,1.000,0.436,0.466
1687,483,YMR297W,2,0.667,0.707,0.333
1688,484,YNL238W,4,1.000,0.615,0.667
1689,484,YGL203C,2,0.500,0.394,0.000
1690,484,YDR144C,2,0.500,0.394,0.000
1691,484,YOR219C,2,0.500,0.394,0.000
1692,484,YLR120C,2,0.500,0.394,0.000
1693,485,YLR432W,2,1.000,0.577,0.000
1694,485,YAR073W,2,1.000,0.577,0.000
1695,485,YAR075W,2,1.000,0.577,0.000
1696,486,YER099C,6,1.000,0.392,0.013
1697,486,YBL068W,6,1.000,0.392,0.013
1698,486,YKL181W,6,1.000,0.392,0.013
1699,486,YOL061W,6,1.000,0.392,0.013
1700,486,YHL011C,6,1.000,0.392,0.013
1701,487,YNL142W,3,1.000,0.612,0.667
1702,488,YER163C,3,1.000,0.557,0.167
1703,488,YLR299W,3,1.000,0.557,0.167
1704,489,YCL035C,0,0.000,0.707,0.000
1705,489,YDR513W,0,0.000,0.707,0.000
1706,490,YKL134C,1,1.000,0.707,0.000
1707,490,YER078C,1,1.000,0.707,0.000
1708,491,YGL156W,0,1.000,1.000,0.000
1709,492,YBR205W,8,0.800,0.337,0.241
1710,492,YDR483W,9,0.900,0.389,0.158
1711,492,YOR099W,8,0.800,0.346,0.107
1712,493,YIL140W,3,0.375,0.537,0.036
1713,493,YCR038C,3,0.375,0.475,0.107
