,cluster,protein,degree,betweenness_centrality,eigenvector_centrality,degree_centrality
1155,234,YJR095W,1,0.000,0.707,1.000
1156,234,YLR174W,1,0.000,0.707,1.000
1157,235,YLR355C,5,0.067,0.448,1.000
1158,235,YJR148W,5,0.067,0.448,1.000
1159,235,YJR016C,5,0.067,0.448,1.000
1160,236,YGR194C,4,0.056,0.479,1.000
1161,236,YLR354C,4,0.056,0.479,1.000
1162,236,YLR070C,4,0.056,0.479,1.000
1163,237,YDL130W-A,2,0.500,0.500,0.500
1164,237,YNL015W,1,0.000,0.354,0.250
1165,237,YDL181W,1,0.000,0.271,0.250
1166,237,YHR138C,1,0.000,0.354,0.250
1167,238,YDR256C,2,0.000,0.577,1.000
1168,238,YKL026C,2,0.000,0.577,1.000
1169,238,YGR088W,2,0.000,0.577,1.000
1170,239,YHR106W,9,0.048,0.336,0.750
1171,239,YLR109W,8,0.038,0.294,0.667
1172,239,YDR353W,8,0.040,0.302,0.667
1173,239,YBL064C,8,0.065,0.288,0.667
1174,240,YGR077C,13,0.009,0.208,0.565
1175,240,YNL329C,16,0.015,0.254,0.696
1176,240,YNL214W,15,0.012,0.243,0.652
1177,240,YDR265W,16,0.015,0.254,0.696
1178,240,YMR026C,17,0.030,0.257,0.739
1179,240,YDR244W,16,0.016,0.254,0.696
1180,241,YEL020C,6,0.011,0.284,0.600
1181,241,YLR151C,7,0.023,0.319,0.700
1182,241,YBR041W,6,0.011,0.286,0.600
1183,241,YJR019C,8,0.051,0.349,0.800
1184,242,YJR078W,5,0.044,0.431,0.833
1185,242,YLR231C,5,0.044,0.431,0.833
1186,243,YHR008C,2,0.000,0.577,1.000
1187,243,YHR050W,2,0.000,0.577,1.000
1188,243,YGR257C,2,0.000,0.577,1.000
1189,244,YOL067C,3,0.000,0.500,1.000
1190,244,YBL103C,3,0.000,0.500,1.000
1191,244,YNL076W,3,0.000,0.500,1.000
1192,244,YGL252C,3,0.000,0.500,1.000
1193,245,YJL101C,0,0.000,1.000,1.000
1194,246,YAR015W,0,0.000,1.000,1.000
1195,247,YBR068C,1,0.000,0.707,1.000
1196,247,YCL018W,1,0.000,0.707,1.000
1197,248,YBR185C,0,0.000,1.000,1.000
1198,249,YER017C,1,0.000,0.707,1.000
1199,249,YMR089C,1,0.000,0.707,1.000
1200,250,YOR020C,0,0.000,1.000,1.000
1201,251,YBR112C,3,0.500,0.565,0.750
1202,251,YCR084C,3,0.500,0.565,0.750
1203,251,YDR043C,1,0.000,0.245,0.250
1204,251,YLR176C,1,0.000,0.245,0.250
1205,251,YPR065W,2,0.000,0.491,0.500
1206,252,YIL104C,1,0.000,0.500,0.500
1207,252,YLR262C-A,1,0.000,0.500,0.500
1208,253,YKR036C,3,0.000,0.439,0.750
1209,253,YDR470C,2,0.000,0.307,0.500
1210,253,YOR211C,4,0.167,0.510,1.000
1211,253,YJL112W,3,0.000,0.439,0.750
1212,253,YLL001W,4,0.167,0.510,1.000
1213,254,YDR096W,1,0.000,0.408,0.333
1214,254,YGL131C,1,0.000,0.408,0.333
1215,254,YER169W,1,0.000,0.408,0.333
1216,255,YJR133W,2,0.000,0.577,1.000
1217,255,YNL141W,2,0.000,0.577,1.000
1218,255,YDL238C,2,0.000,0.577,1.000
1219,256,YJR047C,1,0.000,0.707,1.000
1220,256,YHR068W,1,0.000,0.707,1.000
1221,257,YOR011W,1,0.000,0.282,0.333
1222,257,YIL011W,2,0.000,0.523,0.667
1223,257,YJR150C,2,0.000,0.523,0.667
1224,258,YOL022C,1,0.000,0.707,1.000
1225,258,YJR070C,1,0.000,0.707,1.000
1226,259,YER086W,1,0.000,0.500,0.500
1227,259,YCL064C,1,0.000,0.500,0.500
1228,260,YOR251C,1,0.000,0.707,1.000
1229,260,YOR285W,1,0.000,0.707,1.000
1230,261,YDR185C,1,0.000,0.282,0.333
1231,261,YLR168C,2,0.000,0.523,0.667
1232,261,YLR193C,2,0.000,0.523,0.667
1233,262,YGR235C,5,0.000,0.408,1.000
1234,262,YFR011C,5,0.000,0.408,1.000
1235,262,YKR016W,5,0.000,0.408,1.000
1236,262,YNL100W,5,0.000,0.408,1.000
1237,262,YCL057C-A,5,0.000,0.408,1.000
1238,262,YBR262C,5,0.000,0.408,1.000
1239,263,YKR071C,0,0.000,1.000,1.000
1240,264,YJL130C,0,0.000,1.000,1.000
1241,265,YDL171C,1,0.000,0.707,1.000
1242,265,YPR035W,1,0.000,0.707,1.000
1243,266,YOL058W,0,0.000,1.000,1.000
1244,267,YJR109C,2,0.000,0.577,1.000
1245,267,YOR302W,2,0.000,0.577,1.000
1246,267,YOR303W,2,0.000,0.577,1.000
1247,268,YJR103W,1,0.000,0.707,1.000
1248,268,YMR217W,1,0.000,0.707,1.000
1249,269,YLR160C,1,0.000,0.354,0.250
1250,269,YLR158C,1,0.000,0.354,0.250
1251,269,YLR157C,1,0.000,0.354,0.250
1252,269,YLR155C,1,0.000,0.354,0.250
1253,270,YDR441C,11,0.046,0.316,0.733
1254,270,YML022W,11,0.046,0.316,0.733
1255,270,YLR028C,10,0.041,0.290,0.667
1256,270,YMR120C,10,0.041,0.290,0.667
1257,271,YMR085W,1,0.000,0.707,0.500
1258,271,YKL104C,0,0.000,0.000,0.000
1259,271,YMR084W,1,0.000,0.707,0.500
1260,272,YBR218C,1,0.000,0.500,0.500
1261,272,YNL036W,1,0.000,0.500,0.500
1262,273,YGR087C,4,0.089,0.454,0.400
1263,273,YLR134W,4,0.089,0.454,0.400
1264,273,YDR380W,2,0.200,0.121,0.200
1265,273,YLR044C,4,0.089,0.454,0.400
1266,273,YAL060W,4,0.200,0.386,0.400
1267,274,YDL223C,7,0.012,0.318,0.636
1268,274,YNL195C,6,0.017,0.267,0.545
1269,274,YHR096C,9,0.053,0.374,0.818
1270,274,YPL223C,7,0.012,0.320,0.636
1271,275,YGL037C,0,0.000,1.000,1.000
1272,276,YMR020W,0,0.000,1.000,1.000
1273,277,YML042W,2,0.000,0.577,1.000
1274,277,YER024W,2,0.000,0.577,1.000
1275,277,YAR035W,2,0.000,0.577,1.000
1276,278,YOR208W,5,0.018,0.313,0.278
1277,278,YBR182C,2,0.000,0.131,0.111
1278,278,YPR054W,3,0.006,0.156,0.167
1279,278,YER089C,2,0.000,0.157,0.111
1280,278,YLR362W,1,0.000,0.073,0.056
1281,278,YER045C,3,0.019,0.178,0.167
1282,278,YER075C,4,0.000,0.288,0.222
1283,278,YMR172W,3,0.005,0.173,0.167
1284,278,YDR536W,2,0.000,0.127,0.111
1285,278,YPR115W,1,0.000,0.028,0.056
1286,278,YLR248W,1,0.000,0.099,0.056
1287,278,YDR162C,2,0.000,0.130,0.111
1288,278,YGR097W,2,0.000,0.127,0.111
1289,278,YDL230W,1,0.000,0.099,0.056
1290,279,YDR248C,5,0.050,0.377,0.833
1291,279,YNL241C,5,0.050,0.377,0.833
1292,280,YNL111C,1,0.000,0.500,0.500
1293,280,YIL043C,1,0.000,0.500,0.500
1294,281,YDL145C,10,0.023,0.305,0.588
1295,281,YDR170C,5,0.005,0.147,0.294
1296,281,YER122C,9,0.018,0.274,0.529
1297,281,YGL137W,9,0.011,0.289,0.529
1298,282,YGR207C,2,0.000,0.577,1.000
1299,282,YOR356W,2,0.000,0.577,1.000
1300,282,YPR004C,2,0.000,0.577,1.000
1301,283,YOL017W,1,0.000,0.500,0.500
1302,283,YOR304W,1,0.000,0.500,0.500
1303,284,YKR048C,1,0.000,0.707,1.000
1304,284,YER030W,1,0.000,0.707,1.000
1305,285,YPL016W,1,0.000,0.707,1.000
1306,285,YER161C,1,0.000,0.707,1.000
1307,286,YDR345C,1,0.000,0.070,0.059
1308,286,YGL208W,6,0.000,0.327,0.353
1309,286,YDR216W,2,0.000,0.085,0.118
1310,286,YGL035C,3,0.004,0.137,0.176
1311,286,YMR140W,1,0.000,0.070,0.059
1312,286,YMR011W,1,0.000,0.070,0.059
1313,286,YKL048C,3,0.000,0.175,0.176
1314,286,YMR280C,3,0.004,0.103,0.176
1315,286,YHR094C,2,0.000,0.082,0.118
1316,286,YGL209W,2,0.000,0.082,0.118
1317,286,YJL089W,1,0.000,0.070,0.059
1318,286,YBR066C,1,0.000,0.070,0.059
1319,286,YDR422C,6,0.000,0.327,0.353
1320,286,YER027C,6,0.000,0.327,0.353
1321,287,YIR038C,3,0.250,0.384,0.375
1322,287,YKR034W,1,0.000,0.210,0.125
1323,287,YLL048C,3,0.250,0.384,0.375
1324,287,YER040W,2,0.000,0.317,0.250
1325,287,YLL060C,1,0.000,0.130,0.125
1326,287,YFL021W,2,0.000,0.317,0.250
1327,287,YKR076W,1,0.000,0.130,0.125
1328,287,YCL028W,1,0.000,0.210,0.125
1329,288,YNL242W,7,0.008,0.170,0.333
1330,288,YFR019W,10,0.004,0.261,0.476
1331,288,YNR007C,8,0.008,0.192,0.381
1332,288,YNL325C,9,0.001,0.241,0.429
1333,288,YLR360W,9,0.001,0.244,0.429
1334,288,YLR211C,9,0.001,0.244,0.429
1335,288,YNL054W,9,0.001,0.241,0.429
1336,289,YOR101W,4,0.056,0.479,1.000
1337,289,YJL005W,4,0.056,0.479,1.000
1338,289,YNL098C,4,0.056,0.479,1.000
1339,290,YHR046C,2,0.000,0.577,1.000
1340,290,YDR287W,2,0.000,0.577,1.000
1341,290,YPR113W,2,0.000,0.577,1.000
1342,291,YIL160C,1,0.000,0.707,1.000
1343,291,YBR222C,1,0.000,0.707,1.000
1344,292,YER081W,1,0.000,0.707,1.000
1345,292,YIL074C,1,0.000,0.707,1.000
1346,293,YKL132C,3,0.000,0.357,0.500
1347,293,YOR241W,2,0.000,0.248,0.333
1348,293,YGR267C,3,0.000,0.357,0.500
1349,293,YOR280C,1,0.000,0.127,0.167
1350,293,YMR113W,4,0.022,0.429,0.667
1351,294,YHL007C,6,0.003,0.203,0.231
1352,294,YOR127W,6,0.003,0.188,0.231
1353,294,YNL293W,5,0.007,0.135,0.192
1354,294,YOL112W,5,0.007,0.135,0.192
1355,294,YDR309C,6,0.007,0.190,0.231
1356,294,YER114C,5,0.016,0.153,0.192
1357,294,YIL118W,5,0.021,0.152,0.192
1358,295,YBR179C,0,0.000,1.000,1.000
1359,296,YEL013W,2,0.667,0.602,0.667
1360,296,YLR072W,2,0.667,0.602,0.667
1361,297,YMR097C,2,0.133,0.387,0.333
1362,297,YOR201C,2,0.033,0.316,0.333
1363,297,YGL136C,2,0.133,0.387,0.333
1364,298,YBL057C,1,0.000,0.707,1.000
1365,298,YMR276W,1,0.000,0.707,1.000
1366,299,YMR023C,2,0.000,0.577,1.000
1367,299,YGL236C,2,0.000,0.577,1.000
1368,299,YDL033C,2,0.000,0.577,1.000
1369,300,YBR208C,2,0.000,0.577,1.000
1370,300,YIR032C,2,0.000,0.577,1.000
1371,300,YNL314W,2,0.000,0.577,1.000
1372,301,YER103W,3,0.040,0.281,0.429
1373,301,YBR169C,4,0.127,0.376,0.571
1374,302,YKR074W,1,0.000,0.707,1.000
1375,302,YPL225W,1,0.000,0.707,1.000
1376,303,YOL086C,1,0.000,0.500,0.500
1377,303,YOR347C,1,0.000,0.500,0.500
1378,304,YDR519W,1,0.000,0.707,1.000
1379,304,YDR304C,1,0.000,0.707,1.000
1380,305,YBR153W,5,0.025,0.428,1.000
1381,305,YBL033C,5,0.025,0.428,1.000
1382,305,YBR256C,5,0.025,0.428,1.000
1383,305,YDR487C,5,0.025,0.428,1.000
1384,306,YLR345W,5,0.000,0.352,0.625
1385,306,YKL217W,2,0.000,0.093,0.250
1386,306,YCR010C,2,0.000,0.093,0.250
1387,306,YOL136C,4,0.000,0.289,0.500
1388,306,YMR205C,6,0.018,0.396,0.750
1389,306,YJL155C,6,0.018,0.396,0.750
1390,306,YGR240C,6,0.018,0.396,0.750
1391,306,YIL107C,5,0.000,0.352,0.625
1392,307,YER003C,2,0.000,0.577,1.000
1393,307,YFL045C,2,0.000,0.577,1.000
1394,307,YNR073C,2,0.000,0.577,1.000
1395,308,YOL122C,0,0.000,1.000,1.000
1396,309,YBR290W,0,0.000,1.000,1.000
1397,310,YDR182W,1,0.000,0.707,1.000
1398,310,YCR044C,1,0.000,0.707,1.000
1399,311,YMR319C,0,0.000,1.000,1.000
1400,312,YOL023W,0,0.000,1.000,1.000
1401,313,YHR218W,8,0.016,0.345,0.667
1402,313,YHL050C,7,0.006,0.316,0.583
1403,313,YLR467W,7,0.011,0.310,0.583
1404,313,YEL076C-A,7,0.006,0.316,0.583
1405,314,YHL016C,0,0.000,1.000,1.000
1406,315,YKL015W,1,0.000,0.500,0.500
1407,315,YMR179W,1,0.000,0.500,0.500
1408,316,YPL111W,0,0.000,1.000,1.000
1409,317,YBR011C,2,0.000,0.577,1.000
1410,317,YMR267W,2,0.000,0.577,1.000
1411,317,YPL036W,2,0.000,0.577,1.000
1412,318,YBL019W,5,0.000,0.408,1.000
1413,318,YML060W,5,0.000,0.408,1.000
1414,318,YAL015C,5,0.000,0.408,1.000
1415,318,YML021C,5,0.000,0.408,1.000
1416,318,YKL114C,5,0.000,0.408,1.000
1417,318,YOL043C,5,0.000,0.408,1.000
1418,319,YLR411W,3,0.167,0.557,1.000
1419,319,YMR021C,3,0.167,0.557,1.000
1420,320,YIL065C,0,0.000,1.000,1.000
1421,321,YML004C,7,0.037,0.367,0.778
1422,321,YMR322C,7,0.044,0.370,0.778
1423,321,YOR391C,7,0.044,0.370,0.778
1424,322,YIL070C,1,0.000,0.500,0.500
1425,322,YPL159C,1,0.000,0.500,0.500
1426,323,YDR454C,1,0.000,0.500,0.500
1427,323,YJL055W,1,0.000,0.500,0.500
1428,324,YLR328W,6,0.024,0.402,0.857
1429,324,YFR047C,6,0.024,0.402,0.857
1430,324,YOR209C,6,0.024,0.402,0.857
1431,325,YER007C-A,2,0.000,0.577,1.000
1432,325,YDR117C,2,0.000,0.577,1.000
1433,325,YJR014W,2,0.000,0.577,1.000
1434,326,YHL031C,25,0.007,0.201,0.758
1435,326,YGL212W,22,0.009,0.179,0.667
1436,326,YDR189W,15,0.011,0.115,0.455
1437,326,YMR197C,26,0.015,0.206,0.788
1438,326,YIL004C,26,0.007,0.209,0.788
1439,326,YPL232W,27,0.009,0.216,0.818
1440,326,YOR106W,26,0.014,0.206,0.788
1441,326,YLR078C,26,0.008,0.209,0.788
1442,327,YDR179C,4,0.000,0.447,1.000
1443,327,YDL216C,4,0.000,0.447,1.000
1444,327,YOL117W,4,0.000,0.447,1.000
1445,327,YIL071C,4,0.000,0.447,1.000
1446,327,YMR025W,4,0.000,0.447,1.000
1447,328,YHR129C,0,0.000,1.000,1.000
1448,329,YDR106W,3,0.000,0.500,1.000
1449,329,YMR294W,3,0.000,0.500,1.000
1450,329,YPL174C,3,0.000,0.500,1.000
1451,329,YLL049W,3,0.000,0.500,1.000
1452,330,YKL007W,0,0.000,1.000,1.000
1453,331,YDR424C,3,0.000,0.439,0.750
1454,331,YKR054C,4,0.167,0.510,1.000
1455,331,YPL269W,2,0.000,0.307,0.500
1456,331,YDR488C,4,0.167,0.510,1.000
1457,331,YMR299C,3,0.000,0.439,0.750
1458,332,YMR313C,10,0.013,0.148,0.286
1459,332,YML059C,8,0.007,0.129,0.229
1460,332,YKR067W,9,0.010,0.140,0.257
1461,332,YBL011W,8,0.007,0.131,0.229
1462,332,YOR245C,11,0.018,0.164,0.314
1463,332,YOR311C,12,0.011,0.204,0.343
1464,332,YNR008W,11,0.013,0.170,0.314
1465,332,YDR284C,10,0.012,0.138,0.286
1466,332,YPR140W,6,0.011,0.089,0.171
1467,333,YMR318C,4,0.025,0.383,0.800
1468,333,YCR105W,4,0.025,0.383,0.800
1469,333,YER062C,4,0.025,0.383,0.800
1470,333,YIL053W,4,0.025,0.383,0.800
1471,334,YCL004W,3,0.000,0.425,0.600
1472,334,YGR110W,1,0.000,0.155,0.200
1473,334,YGR046W,3,0.000,0.425,0.600
1474,334,YPL206C,2,0.000,0.300,0.400
1475,335,YPL110C,0,0.000,1.000,1.000
1476,336,YDR077W,1,0.000,0.500,0.500
1477,336,YLR110C,1,0.000,0.500,0.500
1478,337,YOR031W,1,0.000,0.282,0.333
1479,337,YHR055C,2,0.000,0.523,0.667
1480,337,YGL166W,2,0.000,0.523,0.667
1481,338,YLR034C,2,0.000,0.523,0.667
1482,338,YIR018W,1,0.000,0.282,0.333
1483,338,YKR052C,2,0.000,0.523,0.667
1484,339,YBR207W,3,0.083,0.470,0.750
1485,339,YMR058W,3,0.083,0.470,0.750
1486,340,YKL120W,1,0.000,0.500,0.500
1487,340,YLR451W,1,0.000,0.500,0.500
1488,341,YDR165W,0,0.000,1.000,1.000
1489,342,YDR465C,0,0.000,1.000,1.000
1490,343,YDR011W,4,0.000,0.398,0.444
1491,343,YHR064C,1,0.000,0.099,0.111
1492,343,YOR328W,1,0.000,0.104,0.111
1493,343,YOR162C,1,0.000,0.095,0.111
1494,343,YDR406W,2,0.000,0.204,0.222
1495,343,YHR178W,1,0.000,0.099,0.111
1496,343,YOR153W,5,0.083,0.436,0.556
1497,344,YNL313C,0,0.000,1.000,1.000
1498,345,YGL063W,6,0.057,0.366,0.857
1499,345,YLR165C,6,0.019,0.384,0.857
1500,346,YDL101C,1,0.000,0.707,1.000
1501,346,YML058W,1,0.000,0.707,1.000
1502,347,YOL090W,1,0.000,0.707,1.000
1503,347,YDR097C,1,0.000,0.707,1.000
1504,348,YNL186W,1,0.000,0.500,0.500
1505,348,YMR219W,1,0.000,0.500,0.500
1506,349,YLR233C,2,0.000,0.577,1.000
1507,349,YLR318W,2,0.000,0.577,1.000
1508,349,YIL009C-A,2,0.000,0.577,1.000
1509,350,YIL096C,1,0.000,0.707,1.000
1510,350,YCR016W,1,0.000,0.707,1.000
1511,351,YCR034W,6,0.013,0.392,1.000
1512,351,YBR159W,6,0.013,0.392,1.000
1513,351,YDL015C,6,0.013,0.392,1.000
1514,351,YJL097W,6,0.013,0.392,1.000
1515,351,YGL055W,6,0.013,0.392,1.000
1516,352,YDR242W,1,0.000,0.707,0.500
1517,352,YPL103C,1,0.000,0.707,0.500
1518,352,YEL041W,0,0.000,0.000,0.000
1519,353,YIL087C,1,0.000,0.500,0.500
1520,353,YPR155C,1,0.000,0.500,0.500
1521,354,YGR268C,1,0.000,0.707,1.000
1522,354,YBR101C,1,0.000,0.707,1.000
1523,355,YFR014C,1,0.000,0.707,1.000
1524,355,YBR109C,1,0.000,0.707,1.000
1525,356,YDR171W,0,0.000,1.000,1.000
1526,357,YDL100C,5,0.012,0.389,0.714
1527,357,YOR007C,5,0.032,0.375,0.714
1528,357,YGL020C,5,0.012,0.389,0.714
1529,358,YNR016C,2,0.000,0.577,1.000
1530,358,YMR207C,2,0.000,0.577,1.000
1531,358,YDL141W,2,0.000,0.577,1.000
1532,359,YOR108W,1,0.000,0.500,0.500
1533,359,YHR002W,1,0.000,0.500,0.500
1534,360,YGR205W,0,0.000,1.000,1.000
1535,361,YBR176W,2,0.000,0.577,1.000
1536,361,YHR063C,2,0.000,0.577,1.000
1537,361,YIL145C,2,0.000,0.577,1.000
1538,362,YIL165C,1,0.000,0.707,1.000
1539,362,YIL164C,1,0.000,0.707,1.000
1540,363,YHR074W,4,0.000,0.440,0.800
1541,363,YJR049C,4,0.000,0.440,0.800
1542,363,YDR191W,4,0.000,0.440,0.800
1543,363,YOR025W,4,0.000,0.440,0.800
1544,363,YNL239W,1,0.000,0.114,0.200
1545,364,YPL057C,4,0.056,0.479,1.000
1546,364,YDR367W,4,0.056,0.479,1.000
1547,364,YKL004W,4,0.056,0.479,1.000
1548,365,YLR154C,2,0.000,0.523,0.667
1549,365,YMR234W,1,0.000,0.282,0.333
1550,365,YDR279W,2,0.000,0.523,0.667
1551,366,YNL090W,0,0.000,0.000,0.000
1552,366,YLR425W,1,0.000,0.707,0.500
1553,366,YPR165W,1,0.000,0.707,0.500
1554,367,YIL103W,6,0.000,0.374,0.750
1555,367,YLR172C,6,0.000,0.374,0.750
1556,367,YJR097W,6,0.000,0.374,0.750
1557,367,YAL020C,1,0.000,0.063,0.125
1558,367,YKL191W,6,0.000,0.374,0.750
1559,367,YBR246W,6,0.000,0.374,0.750
1560,367,YER057C,1,0.000,0.063,0.125
1561,368,YDL089W,3,0.067,0.346,0.500
1562,368,YML034W,2,0.000,0.239,0.333
1563,368,YOR264W,1,0.000,0.137,0.167
1564,368,YER106W,3,0.000,0.387,0.500
1565,368,YPL204W,3,0.000,0.387,0.500
1566,369,YGL122C,1,0.000,0.707,1.000
1567,369,YMR255W,1,0.000,0.707,1.000
1568,370,YKL130C,3,0.056,0.396,0.500
1569,370,YNL304W,3,0.089,0.392,0.500
1570,371,YPR171W,1,0.000,0.500,0.500
1571,371,YHR016C,1,0.000,0.500,0.500
1572,372,YNL094W,1,0.000,0.214,0.200
1573,372,YLR144C,1,0.000,0.214,0.200
1574,372,YBR108W,2,0.000,0.389,0.400
1575,372,YMR192W,2,0.000,0.389,0.400
1576,373,YDL161W,2,0.167,0.500,0.667
1577,373,YLR206W,2,0.167,0.500,0.667
1578,373,YER060W-A,2,0.167,0.500,0.667
1579,373,YER060W,2,0.167,0.500,0.667
1580,374,YLR319C,1,0.000,0.707,1.000
1581,374,YOR304C-A,1,0.000,0.707,1.000
1582,375,YGL181W,1,0.000,0.408,0.333
1583,375,YCL034W,1,0.000,0.408,0.333
1584,375,YPR095C,1,0.000,0.408,0.333
1585,376,YMR032W,4,0.167,0.510,1.000
1586,376,YDL117W,4,0.167,0.510,1.000
1587,376,YNL152W,3,0.000,0.439,0.750
1588,376,YBR038W,3,0.000,0.439,0.750
1589,376,YKR090W,2,0.000,0.307,0.500
1590,377,YIL027C,7,0.000,0.354,1.000
1591,377,YLL014W,7,0.000,0.354,1.000
1592,377,YGL231C,7,0.000,0.354,1.000
1593,377,YJL192C,7,0.000,0.354,1.000
1594,377,YCL045C,7,0.000,0.354,1.000
1595,377,YJR088C,7,0.000,0.354,1.000
1596,377,YKL207W,7,0.000,0.354,1.000
1597,377,YDR056C,7,0.000,0.354,1.000
1598,378,YIL110W,3,0.016,0.289,0.333
1599,378,YGR001C,3,0.016,0.289,0.333
1600,379,YOR198C,1,0.000,0.707,1.000
1601,379,YJL080C,1,0.000,0.707,1.000
1602,380,YML068W,1,0.000,0.707,1.000
1603,380,YKR017C,1,0.000,0.707,1.000
1604,381,YCL033C,2,0.000,0.577,1.000
1605,381,YKL069W,2,0.000,0.577,1.000
1606,381,YER042W,2,0.000,0.577,1.000
1607,382,YOR388C,1,0.000,0.707,1.000
1608,382,YJL068C,1,0.000,0.707,1.000
1609,383,YOR212W,1,0.000,0.707,1.000
1610,383,YHR005C,1,0.000,0.707,1.000
1611,384,YGR285C,1,0.000,0.707,1.000
1612,384,YDL229W,1,0.000,0.707,1.000
1613,385,YKL034W,2,0.000,0.394,0.500
1614,385,YDL219W,2,0.000,0.394,0.500
1615,385,YLR114C,2,0.000,0.394,0.500
1616,385,YOR223W,2,0.000,0.394,0.500
1617,386,YPL154C,0,0.000,1.000,1.000
1618,387,YIL038C,8,0.004,0.340,0.889
1619,387,YPR072W,8,0.004,0.340,0.889
1620,387,YDL165W,8,0.004,0.340,0.889
1621,387,YFL028C,8,0.004,0.340,0.889
1622,387,YGR134W,8,0.004,0.340,0.889
1623,387,YNL288W,8,0.004,0.340,0.889
1624,388,YPL210C,7,0.031,0.384,1.000
1625,388,YDL092W,7,0.031,0.384,1.000
1626,388,YPL243W,7,0.031,0.384,1.000
1627,388,YPR088C,7,0.031,0.384,1.000
1628,389,YBR113W,5,0.000,0.371,0.625
1629,389,YER121W,6,0.060,0.407,0.750
1630,389,YMR265C,2,0.000,0.092,0.250
1631,389,YDR415C,2,0.000,0.092,0.250
1632,389,YDR525W,3,0.000,0.227,0.375
1633,389,YMR245W,6,0.060,0.407,0.750
1634,389,YJL199C,6,0.060,0.407,0.750
1635,389,YPL182C,5,0.000,0.371,0.625
1636,390,YMR059W,4,0.000,0.419,0.800
1637,390,YOL102C,2,0.000,0.220,0.400
1638,390,YPL083C,4,0.000,0.419,0.800
1639,390,YLR105C,4,0.000,0.419,0.800
1640,391,YCR030C,1,0.000,0.500,0.500
1641,391,YDR348C,1,0.000,0.500,0.500
1642,392,YDR273W,1,0.000,0.500,0.500
1643,392,YFR024C-A,1,0.000,0.500,0.500
1644,393,YPL184C,1,0.000,0.707,1.000
1645,393,YPR042C,1,0.000,0.707,1.000
1646,394,YNL197C,1,0.000,0.707,1.000
1647,394,YDL224C,1,0.000,0.707,1.000
1648,395,YOL104C,2,0.000,0.577,1.000
1649,395,YJL019W,2,0.000,0.577,1.000
1650,395,YPL200W,2,0.000,0.577,1.000
1651,396,YMR083W,1,0.000,0.260,0.200
1652,396,YMR303C,1,0.000,0.260,0.200
1653,396,YOR387C,2,0.000,0.431,0.400
1654,396,YDL168W,1,0.000,0.260,0.200
1655,396,YGL258W,2,0.000,0.431,0.400
1656,397,YHR113W,0,0.000,1.000,1.000
1657,398,YLR209C,0,0.000,1.000,1.000
1658,399,YKL166C,5,0.048,0.437,0.714
1659,399,YOR360C,4,0.048,0.357,0.571
1660,399,YPL203W,5,0.048,0.437,0.714
1661,400,YDR430C,0,0.000,1.000,1.000
1662,401,YOL086W-A,3,0.167,0.557,1.000
1663,401,YIR002C,3,0.167,0.557,1.000
1664,402,YDR457W,1,0.000,0.707,1.000
1665,402,YKL010C,1,0.000,0.707,1.000
1666,403,YER142C,1,0.000,0.707,1.000
1667,403,YDL200C,1,0.000,0.707,1.000
1668,404,YJR059W,1,0.000,0.500,0.500
1669,404,YBR133C,1,0.000,0.500,0.500
1670,405,YHR207C,2,0.000,0.577,1.000
1671,405,YJL105W,2,0.000,0.577,1.000
1672,405,YPL165C,2,0.000,0.577,1.000
1673,406,YJR053W,2,0.000,0.577,1.000
1674,406,YMR055C,2,0.000,0.577,1.000
1675,406,YOR233W,2,0.000,0.577,1.000
1676,407,YAR014C,2,0.000,0.577,1.000
1677,407,YGR238C,2,0.000,0.577,1.000
1678,407,YHR158C,2,0.000,0.577,1.000
1679,408,YHL024W,1,0.000,0.500,0.500
1680,408,YHR124W,1,0.000,0.500,0.500
1681,409,YJR024C,3,0.000,0.425,0.600
1682,409,YLR017W,2,0.000,0.300,0.400
1683,409,YEL038W,3,0.000,0.425,0.600
1684,409,YNL010W,1,0.000,0.155,0.200
1685,410,YJR159W,3,0.167,0.557,1.000
1686,410,YDL246C,3,0.167,0.557,1.000
1687,411,YPR073C,1,0.000,0.073,0.091
1688,411,YJR156C,4,0.000,0.278,0.364
1689,411,YFL058W,4,0.000,0.278,0.364
1690,411,YPL258C,7,0.027,0.399,0.636
1691,411,YPR121W,1,0.000,0.073,0.091
1692,411,YJR142W,1,0.000,0.069,0.091
1693,411,YOL055C,7,0.027,0.399,0.636
1694,411,YDL244W,4,0.000,0.278,0.364
1695,411,YNL332W,4,0.000,0.278,0.364
1696,411,YNL091W,1,0.000,0.073,0.091
1697,412,YDL052C,1,0.000,0.707,1.000
1698,412,YDR018C,1,0.000,0.707,1.000
1699,413,YMR165C,2,0.000,0.577,1.000
1700,413,YHR004C,2,0.000,0.577,1.000
1701,413,YAL009W,2,0.000,0.577,1.000
1702,414,YOR006C,1,0.000,0.707,1.000
1703,414,YIL025C,1,0.000,0.707,1.000
1704,415,YOL130W,2,0.150,0.425,0.400
1705,415,YFL050C,2,0.150,0.425,0.400
1706,416,YDR082W,5,0.000,0.398,0.714
1707,416,YBR049C,2,0.000,0.106,0.286
1708,416,YBR275C,5,0.000,0.398,0.714
1709,416,YLR453C,5,0.000,0.398,0.714
1710,416,YLR010C,5,0.000,0.398,0.714
1711,416,YKL112W,2,0.000,0.106,0.286
1712,416,YDL220C,5,0.000,0.398,0.714
1713,417,YDL235C,5,0.006,0.359,0.500
