,cluster,protein,degree,eigenvector_centrality,betweenness_centrality,degree_centrality
1152,290,YHR046C,2,0.577,0.000,1.000
1153,290,YDR287W,2,0.577,0.000,1.000
1154,290,YPR113W,2,0.577,0.000,1.000
1155,291,YIL160C,1,0.707,0.000,1.000
1156,291,YBR222C,1,0.707,0.000,1.000
1157,292,YER081W,1,0.707,0.000,1.000
1158,292,YIL074C,1,0.707,0.000,1.000
1159,293,YKL132C,3,0.357,0.000,0.500
1160,293,YGR267C,3,0.357,0.000,0.500
1161,293,YMR113W,4,0.429,0.022,0.667
1162,294,YHL007C,6,0.203,0.003,0.231
1163,294,YOR127W,6,0.188,0.003,0.231
1164,294,YDR379W,4,0.150,0.001,0.154
1165,294,YPL115C,5,0.199,0.000,0.192
1166,294,YDR309C,6,0.190,0.007,0.231
1167,294,YER114C,5,0.153,0.016,0.192
1168,294,YIL118W,5,0.152,0.021,0.192
1169,295,YBR179C,0,1.000,0.000,1.000
1170,296,YEL013W,2,0.602,0.667,0.667
1171,297,YMR097C,2,0.387,0.133,0.333
1172,297,YOR201C,2,0.316,0.033,0.333
1173,297,YGL136C,2,0.387,0.133,0.333
1174,298,YBL057C,1,0.707,0.000,1.000
1175,298,YMR276W,1,0.707,0.000,1.000
1176,299,YMR023C,2,0.577,0.000,1.000
1177,299,YGL236C,2,0.577,0.000,1.000
1178,299,YDL033C,2,0.577,0.000,1.000
1179,300,YBR208C,2,0.577,0.000,1.000
1180,300,YIR032C,2,0.577,0.000,1.000
1181,300,YNL314W,2,0.577,0.000,1.000
1182,301,YAL005C,3,0.335,0.000,0.429
1183,301,YLL024C,3,0.335,0.000,0.429
1184,301,YBR169C,4,0.376,0.127,0.571
1185,302,YKR074W,1,0.707,0.000,1.000
1186,302,YPL225W,1,0.707,0.000,1.000
1187,303,YOL086C,1,0.500,0.000,0.500
1188,303,YOR347C,1,0.500,0.000,0.500
1189,304,YDR519W,1,0.707,0.000,1.000
1190,304,YDR304C,1,0.707,0.000,1.000
1191,305,YBR153W,5,0.428,0.025,1.000
1192,305,YBL033C,5,0.428,0.025,1.000
1193,305,YBR256C,5,0.428,0.025,1.000
1194,305,YDR487C,5,0.428,0.025,1.000
1195,306,YLR345W,5,0.352,0.000,0.625
1196,306,YMR205C,6,0.396,0.018,0.750
1197,306,YJL155C,6,0.396,0.018,0.750
1198,306,YGR240C,6,0.396,0.018,0.750
1199,306,YIL107C,5,0.352,0.000,0.625
1200,307,YER003C,2,0.577,0.000,1.000
1201,307,YFL045C,2,0.577,0.000,1.000
1202,307,YNR073C,2,0.577,0.000,1.000
1203,308,YOL122C,0,1.000,0.000,1.000
1204,309,YBR290W,0,1.000,0.000,1.000
1205,310,YDR182W,1,0.707,0.000,1.000
1206,310,YCR044C,1,0.707,0.000,1.000
1207,311,YMR319C,0,1.000,0.000,1.000
1208,312,YOL023W,0,1.000,0.000,1.000
1209,313,YHR218W,8,0.345,0.016,0.667
1210,313,YHL050C,7,0.316,0.006,0.583
1211,313,YLR467W,7,0.310,0.011,0.583
1212,313,YEL076C-A,7,0.316,0.006,0.583
1213,314,YHL016C,0,1.000,0.000,1.000
1214,315,YKL015W,1,0.500,0.000,0.500
1215,315,YMR179W,1,0.500,0.000,0.500
1216,316,YPL111W,0,1.000,0.000,1.000
1217,317,YBR011C,2,0.577,0.000,1.000
1218,317,YMR267W,2,0.577,0.000,1.000
1219,317,YPL036W,2,0.577,0.000,1.000
1220,318,YBL019W,5,0.408,0.000,1.000
1221,318,YML060W,5,0.408,0.000,1.000
1222,318,YAL015C,5,0.408,0.000,1.000
1223,318,YML021C,5,0.408,0.000,1.000
1224,318,YKL114C,5,0.408,0.000,1.000
1225,318,YOL043C,5,0.408,0.000,1.000
1226,319,YLR411W,3,0.557,0.167,1.000
1227,319,YMR021C,3,0.557,0.167,1.000
1228,320,YIL065C,0,1.000,0.000,1.000
1229,321,YML004C,7,0.367,0.037,0.778
1230,321,YMR322C,7,0.370,0.044,0.778
1231,321,YOR391C,7,0.370,0.044,0.778
1232,322,YIL070C,1,0.500,0.000,0.500
1233,322,YPL159C,1,0.500,0.000,0.500
1234,323,YDR454C,1,0.500,0.000,0.500
1235,323,YJL055W,1,0.500,0.000,0.500
1236,324,YLR328W,6,0.402,0.024,0.857
1237,324,YFR047C,6,0.402,0.024,0.857
1238,325,YER007C-A,2,0.577,0.000,1.000
1239,325,YDR117C,2,0.577,0.000,1.000
1240,325,YJR014W,2,0.577,0.000,1.000
1241,326,YLR093C,25,0.203,0.006,0.758
1242,326,YMR017W,24,0.197,0.005,0.727
1243,326,YAL030W,26,0.206,0.015,0.788
1244,326,YOR327C,23,0.190,0.003,0.697
1245,326,YBL050W,23,0.191,0.003,0.697
1246,326,YBR080C,22,0.182,0.004,0.667
1247,326,YHL031C,25,0.201,0.007,0.758
1248,326,YMR197C,26,0.206,0.015,0.788
1249,327,YDR179C,4,0.447,0.000,1.000
1250,327,YDL216C,4,0.447,0.000,1.000
1251,327,YOL117W,4,0.447,0.000,1.000
1252,327,YIL071C,4,0.447,0.000,1.000
1253,327,YMR025W,4,0.447,0.000,1.000
1254,328,YHR129C,0,1.000,0.000,1.000
1255,329,YDR106W,3,0.500,0.000,1.000
1256,329,YMR294W,3,0.500,0.000,1.000
1257,329,YPL174C,3,0.500,0.000,1.000
1258,329,YLL049W,3,0.500,0.000,1.000
1259,330,YKL007W,0,1.000,0.000,1.000
1260,331,YDR488C,4,0.510,0.167,1.000
1261,331,YMR299C,3,0.439,0.000,0.750
1262,332,YMR313C,10,0.148,0.013,0.286
1263,332,YDR503C,12,0.150,0.073,0.343
1264,332,YPR139C,9,0.144,0.005,0.257
1265,332,YKR067W,9,0.140,0.010,0.257
1266,332,YOR245C,11,0.164,0.018,0.314
1267,332,YNL130C,12,0.185,0.044,0.343
1268,332,YGR170W,9,0.169,0.001,0.257
1269,332,YNR008W,11,0.170,0.013,0.314
1270,332,YGR157W,10,0.184,0.001,0.286
1271,333,YMR318C,4,0.383,0.025,0.800
1272,333,YCR105W,4,0.383,0.025,0.800
1273,333,YER062C,4,0.383,0.025,0.800
1274,333,YIL053W,4,0.383,0.025,0.800
1275,334,YCL004W,3,0.425,0.000,0.600
1276,334,YGR046W,3,0.425,0.000,0.600
1277,335,YPL110C,0,1.000,0.000,1.000
1278,336,YDR077W,1,0.500,0.000,0.500
1279,336,YLR110C,1,0.500,0.000,0.500
1280,337,YHR055C,2,0.523,0.000,0.667
1281,337,YGL166W,2,0.523,0.000,0.667
1282,338,YLR034C,2,0.523,0.000,0.667
1283,338,YKR052C,2,0.523,0.000,0.667
1284,339,YBR207W,3,0.470,0.083,0.750
1285,339,YMR058W,3,0.470,0.083,0.750
1286,340,YKL120W,1,0.500,0.000,0.500
1287,340,YLR451W,1,0.500,0.000,0.500
1288,341,YDR165W,0,1.000,0.000,1.000
1289,342,YDR465C,0,1.000,0.000,1.000
1290,343,YDR011W,4,0.398,0.000,0.444
1291,343,YBL005W,5,0.416,0.222,0.556
1292,344,YNL313C,0,1.000,0.000,1.000
1293,345,YGL063W,6,0.366,0.057,0.857
1294,345,YLR165C,6,0.384,0.019,0.857
1295,346,YDL101C,1,0.707,0.000,1.000
1296,346,YML058W,1,0.707,0.000,1.000
1297,347,YOL090W,1,0.707,0.000,1.000
1298,347,YDR097C,1,0.707,0.000,1.000
1299,348,YNL186W,1,0.500,0.000,0.500
1300,348,YMR219W,1,0.500,0.000,0.500
1301,349,YLR233C,2,0.577,0.000,1.000
1302,349,YLR318W,2,0.577,0.000,1.000
1303,349,YIL009C-A,2,0.577,0.000,1.000
1304,350,YIL096C,1,0.707,0.000,1.000
1305,350,YCR016W,1,0.707,0.000,1.000
1306,351,YCR034W,6,0.392,0.013,1.000
1307,351,YBR159W,6,0.392,0.013,1.000
1308,351,YDL015C,6,0.392,0.013,1.000
1309,351,YJL097W,6,0.392,0.013,1.000
1310,351,YGL055W,6,0.392,0.013,1.000
1311,352,YDR242W,1,0.707,0.000,0.500
1312,352,YPL103C,1,0.707,0.000,0.500
1313,353,YIL087C,1,0.500,0.000,0.500
1314,353,YPR155C,1,0.500,0.000,0.500
1315,354,YGR268C,1,0.707,0.000,1.000
1316,354,YBR101C,1,0.707,0.000,1.000
1317,355,YFR014C,1,0.707,0.000,1.000
1318,355,YBR109C,1,0.707,0.000,1.000
1319,356,YDR171W,0,1.000,0.000,1.000
1320,357,YDL100C,5,0.389,0.012,0.714
1321,357,YGL020C,5,0.389,0.012,0.714
1322,358,YNR016C,2,0.577,0.000,1.000
1323,358,YMR207C,2,0.577,0.000,1.000
1324,358,YDL141W,2,0.577,0.000,1.000
1325,359,YOR108W,1,0.500,0.000,0.500
1326,359,YHR002W,1,0.500,0.000,0.500
1327,360,YGR205W,0,1.000,0.000,1.000
1328,361,YBR176W,2,0.577,0.000,1.000
1329,361,YHR063C,2,0.577,0.000,1.000
1330,361,YIL145C,2,0.577,0.000,1.000
1331,362,YIL165C,1,0.707,0.000,1.000
1332,362,YIL164C,1,0.707,0.000,1.000
1333,363,YHR074W,4,0.440,0.000,0.800
1334,363,YJR049C,4,0.440,0.000,0.800
1335,363,YDR191W,4,0.440,0.000,0.800
1336,363,YOR025W,4,0.440,0.000,0.800
1337,364,YPL057C,4,0.479,0.056,1.000
1338,364,YDR367W,4,0.479,0.056,1.000
1339,364,YKL004W,4,0.479,0.056,1.000
1340,365,YLR154C,2,0.523,0.000,0.667
1341,365,YDR279W,2,0.523,0.000,0.667
1342,366,YLR425W,1,0.707,0.000,0.500
1343,366,YPR165W,1,0.707,0.000,0.500
1344,367,YIL103W,6,0.374,0.000,0.750
1345,367,YLR172C,6,0.374,0.000,0.750
1346,367,YJR097W,6,0.374,0.000,0.750
1347,367,YKL191W,6,0.374,0.000,0.750
1348,367,YBR246W,6,0.374,0.000,0.750
1349,368,YER106W,3,0.387,0.000,0.500
1350,368,YPL204W,3,0.387,0.000,0.500
1351,369,YGL122C,1,0.707,0.000,1.000
1352,369,YMR255W,1,0.707,0.000,1.000
1353,370,YKL130C,3,0.396,0.056,0.500
1354,370,YNL304W,3,0.392,0.089,0.500
1355,371,YPR171W,1,0.500,0.000,0.500
1356,371,YHR016C,1,0.500,0.000,0.500
1357,372,YBR108W,2,0.389,0.000,0.400
1358,372,YMR192W,2,0.389,0.000,0.400
1359,373,YDL161W,2,0.500,0.167,0.667
1360,373,YLR206W,2,0.500,0.167,0.667
1361,373,YER060W-A,2,0.500,0.167,0.667
1362,373,YER060W,2,0.500,0.167,0.667
1363,374,YLR319C,1,0.707,0.000,1.000
1364,374,YOR304C-A,1,0.707,0.000,1.000
1365,375,YGL181W,1,0.408,0.000,0.333
1366,375,YCL034W,1,0.408,0.000,0.333
1367,375,YPR095C,1,0.408,0.000,0.333
1368,376,YMR032W,4,0.510,0.167,1.000
1369,376,YDL117W,4,0.510,0.167,1.000
1370,376,YNL152W,3,0.439,0.000,0.750
1371,376,YBR038W,3,0.439,0.000,0.750
1372,377,YIL027C,7,0.354,0.000,1.000
1373,377,YLL014W,7,0.354,0.000,1.000
1374,377,YGL231C,7,0.354,0.000,1.000
1375,377,YJL192C,7,0.354,0.000,1.000
1376,377,YCL045C,7,0.354,0.000,1.000
1377,377,YJR088C,7,0.354,0.000,1.000
1378,377,YKL207W,7,0.354,0.000,1.000
1379,377,YDR056C,7,0.354,0.000,1.000
1380,378,YBR261C,3,0.317,0.000,0.333
1381,378,YIL110W,3,0.289,0.016,0.333
1382,378,YGR001C,3,0.289,0.016,0.333
1383,379,YOR198C,1,0.707,0.000,1.000
1384,379,YJL080C,1,0.707,0.000,1.000
1385,380,YML068W,1,0.707,0.000,1.000
1386,380,YKR017C,1,0.707,0.000,1.000
1387,381,YCL033C,2,0.577,0.000,1.000
1388,381,YKL069W,2,0.577,0.000,1.000
1389,381,YER042W,2,0.577,0.000,1.000
1390,382,YOR388C,1,0.707,0.000,1.000
1391,382,YJL068C,1,0.707,0.000,1.000
1392,383,YOR212W,1,0.707,0.000,1.000
1393,383,YHR005C,1,0.707,0.000,1.000
1394,384,YGR285C,1,0.707,0.000,1.000
1395,384,YDL229W,1,0.707,0.000,1.000
1396,385,YKL034W,2,0.394,0.000,0.500
1397,385,YDL219W,2,0.394,0.000,0.500
1398,385,YLR114C,2,0.394,0.000,0.500
1399,385,YOR223W,2,0.394,0.000,0.500
1400,386,YPL154C,0,1.000,0.000,1.000
1401,387,YIL038C,8,0.340,0.004,0.889
1402,387,YPR072W,8,0.340,0.004,0.889
1403,387,YDL165W,8,0.340,0.004,0.889
1404,387,YFL028C,8,0.340,0.004,0.889
1405,387,YGR134W,8,0.340,0.004,0.889
1406,388,YPL210C,7,0.384,0.031,1.000
1407,388,YDL092W,7,0.384,0.031,1.000
1408,388,YPR088C,7,0.384,0.031,1.000
1409,389,YBR113W,5,0.371,0.000,0.625
1410,389,YER121W,6,0.407,0.060,0.750
1411,389,YMR245W,6,0.407,0.060,0.750
1412,389,YJL199C,6,0.407,0.060,0.750
1413,389,YPL182C,5,0.371,0.000,0.625
1414,389,YGR182C,7,0.400,0.429,0.875
1415,390,YPL083C,4,0.419,0.000,0.800
1416,390,YLR105C,4,0.419,0.000,0.800
1417,391,YCR030C,1,0.500,0.000,0.500
1418,391,YDR348C,1,0.500,0.000,0.500
1419,392,YDR273W,1,0.500,0.000,0.500
1420,392,YFR024C-A,1,0.500,0.000,0.500
1421,393,YPL184C,1,0.707,0.000,1.000
1422,393,YPR042C,1,0.707,0.000,1.000
1423,394,YNL197C,1,0.707,0.000,1.000
1424,394,YDL224C,1,0.707,0.000,1.000
1425,395,YOL104C,2,0.577,0.000,1.000
1426,395,YJL019W,2,0.577,0.000,1.000
1427,395,YPL200W,2,0.577,0.000,1.000
1428,396,YOR387C,2,0.431,0.000,0.400
1429,396,YGL258W,2,0.431,0.000,0.400
1430,397,YHR113W,0,1.000,0.000,1.000
1431,398,YLR209C,0,1.000,0.000,1.000
1432,399,YKL166C,5,0.437,0.048,0.714
1433,399,YOR360C,4,0.357,0.048,0.571
1434,400,YDR430C,0,1.000,0.000,1.000
1435,401,YOL086W-A,3,0.557,0.167,1.000
1436,401,YIR002C,3,0.557,0.167,1.000
1437,402,YDR457W,1,0.707,0.000,1.000
1438,402,YKL010C,1,0.707,0.000,1.000
1439,403,YER142C,1,0.707,0.000,1.000
1440,403,YDL200C,1,0.707,0.000,1.000
1441,404,YJR059W,1,0.500,0.000,0.500
1442,404,YBR133C,1,0.500,0.000,0.500
1443,405,YHR207C,2,0.577,0.000,1.000
1444,405,YJL105W,2,0.577,0.000,1.000
1445,405,YPL165C,2,0.577,0.000,1.000
1446,406,YJR053W,2,0.577,0.000,1.000
1447,406,YMR055C,2,0.577,0.000,1.000
1448,406,YOR233W,2,0.577,0.000,1.000
1449,407,YAR014C,2,0.577,0.000,1.000
1450,407,YGR238C,2,0.577,0.000,1.000
1451,407,YHR158C,2,0.577,0.000,1.000
1452,408,YHL024W,1,0.500,0.000,0.500
1453,408,YHR124W,1,0.500,0.000,0.500
1454,409,YJR024C,3,0.425,0.000,0.600
1455,409,YEL038W,3,0.425,0.000,0.600
1456,410,YJR159W,3,0.557,0.167,1.000
1457,410,YDL246C,3,0.557,0.167,1.000
1458,411,YJR156C,4,0.278,0.000,0.364
1459,411,YFL058W,4,0.278,0.000,0.364
1460,411,YPL258C,7,0.399,0.027,0.636
1461,411,YOL055C,7,0.399,0.027,0.636
1462,411,YDL244W,4,0.278,0.000,0.364
1463,411,YNL332W,4,0.278,0.000,0.364
1464,412,YDL052C,1,0.707,0.000,1.000
1465,412,YDR018C,1,0.707,0.000,1.000
1466,413,YMR165C,2,0.577,0.000,1.000
1467,413,YHR004C,2,0.577,0.000,1.000
1468,413,YAL009W,2,0.577,0.000,1.000
1469,414,YOR006C,1,0.707,0.000,1.000
1470,414,YIL025C,1,0.707,0.000,1.000
1471,415,YOL130W,2,0.425,0.150,0.400
1472,415,YFL050C,2,0.425,0.150,0.400
1473,416,YDR082W,5,0.398,0.000,0.714
1474,416,YBR275C,5,0.398,0.000,0.714
1475,416,YLR453C,5,0.398,0.000,0.714
1476,416,YLR010C,5,0.398,0.000,0.714
1477,416,YDL220C,5,0.398,0.000,0.714
1478,417,YDL235C,5,0.359,0.006,0.500
1479,417,YNR031C,5,0.359,0.006,0.500
1480,417,YCR073C,5,0.359,0.006,0.500
1481,417,YLR006C,4,0.303,0.000,0.400
1482,417,YIL147C,5,0.348,0.033,0.500
1483,418,YML001W,13,0.283,0.183,0.867
1484,418,YDR495C,12,0.297,0.010,0.800
1485,418,YLR148W,12,0.297,0.010,0.800
1486,418,YDL077C,12,0.282,0.048,0.800
1487,418,YPL045W,11,0.278,0.005,0.733
1488,418,YMR231W,12,0.297,0.010,0.800
1489,419,YGL008C,0,1.000,0.000,1.000
1490,420,YGR036C,2,0.523,0.000,0.667
1491,420,YMR013C,2,0.523,0.000,0.667
1492,421,YKL205W,1,0.707,0.000,1.000
1493,421,YOR112W,1,0.707,0.000,1.000
1494,422,YNR019W,3,0.557,0.167,1.000
1495,422,YCR048W,3,0.557,0.167,1.000
1496,423,YLR242C,1,0.707,0.000,1.000
1497,423,YJL062W,1,0.707,0.000,1.000
1498,424,YAL063C,1,0.316,0.000,0.200
1499,424,YOR140W,1,0.316,0.000,0.200
1500,424,YAR050W,1,0.316,0.000,0.200
1501,424,YKR102W,1,0.316,0.000,0.200
1502,424,YHR211W,1,0.316,0.000,0.200
1503,425,YBR164C,0,1.000,0.000,1.000
1504,426,YBL060W,1,0.500,0.000,0.500
1505,426,YKR030W,1,0.500,0.000,0.500
1506,427,YLR062C,1,0.707,0.000,1.000
1507,427,YGL217C,1,0.707,0.000,1.000
1508,428,YDR472W,11,0.285,0.007,0.786
1509,428,YDR246W,11,0.285,0.007,0.786
1510,428,YDR108W,11,0.285,0.007,0.786
1511,428,YML077W,11,0.285,0.007,0.786
1512,428,YBR254C,11,0.285,0.007,0.786
1513,429,YPL259C,7,0.328,0.041,0.583
1514,429,YHL019C,6,0.303,0.023,0.500
1515,429,YLR170C,6,0.289,0.024,0.500
1516,429,YGR261C,7,0.342,0.028,0.583
1517,430,YHR212W-A,2,0.523,0.000,0.667
1518,430,YHR213W,2,0.523,0.000,0.667
1519,431,YGL227W,6,0.376,0.000,0.857
1520,431,YDR255C,6,0.376,0.000,0.857
1521,431,YIL097W,6,0.376,0.000,0.857
1522,431,YBR105C,6,0.376,0.000,0.857
1523,431,YMR135C,6,0.376,0.000,0.857
1524,431,YIL017C,6,0.376,0.000,0.857
1525,432,YDR437W,11,0.246,0.029,0.500
1526,432,YHR188C,12,0.249,0.048,0.545
1527,432,YLL031C,12,0.264,0.030,0.545
1528,432,YDR331W,12,0.261,0.046,0.545
1529,432,YPL076W,9,0.197,0.015,0.409
1530,432,YGR216C,10,0.218,0.023,0.455
1531,433,YMR206W,1,0.707,0.000,1.000
1532,433,YMR081C,1,0.707,0.000,1.000
1533,434,YJL153C,3,0.500,0.000,1.000
1534,434,YOL108C,3,0.500,0.000,1.000
1535,434,YDR123C,3,0.500,0.000,1.000
1536,434,YHL020C,3,0.500,0.000,1.000
1537,435,YOR281C,1,0.707,0.000,1.000
1538,435,YDR183W,1,0.707,0.000,1.000
1539,436,YGR078C,6,0.411,0.048,0.857
1540,436,YJL179W,5,0.374,0.000,0.714
1541,436,YEL003W,5,0.374,0.000,0.714
1542,436,YNL153C,5,0.374,0.000,0.714
1543,437,YMR052W,5,0.423,0.017,0.833
1544,437,YNL127W,5,0.423,0.017,0.833
1545,437,YFR008W,5,0.423,0.017,0.833
1546,438,YML067C,1,0.707,0.000,1.000
1547,438,YAL042W,1,0.707,0.000,1.000
1548,439,YKR099W,0,1.000,0.000,1.000
1549,440,YOL068C,1,0.707,0.000,1.000
1550,440,YOR279C,1,0.707,0.000,1.000
1551,441,YNL022C,2,0.523,0.000,0.667
1552,441,YMR310C,2,0.523,0.000,0.667
1553,442,YFR003C,1,0.707,0.000,1.000
1554,442,YPL179W,1,0.707,0.000,1.000
1555,443,YJL129C,3,0.557,0.167,1.000
1556,443,YML016C,3,0.557,0.167,1.000
1557,444,YFR015C,1,0.707,0.000,1.000
1558,444,YLR177W,1,0.707,0.000,1.000
1559,445,YPL030W,2,0.394,0.000,0.400
1560,446,YOL093W,1,0.707,0.000,1.000
1561,446,YLR405W,1,0.707,0.000,1.000
1562,447,YNR046W,1,0.707,0.000,1.000
1563,447,YDR140W,1,0.707,0.000,1.000
1564,448,YLR316C,2,0.577,0.000,1.000
1565,448,YJL035C,2,0.577,0.000,1.000
1566,448,YGL243W,2,0.577,0.000,1.000
1567,449,YJL212C,1,0.707,0.000,1.000
1568,449,YGL114W,1,0.707,0.000,1.000
1569,450,YBR092C,1,0.500,0.000,0.500
1570,450,YDL024C,1,0.500,0.000,0.500
1571,451,YBR093C,3,0.439,0.000,0.750
1572,451,YDR481C,3,0.439,0.000,0.750
1573,451,YAR071W,4,0.510,0.167,1.000
1574,451,YHR215W,4,0.510,0.167,1.000
1575,452,YFL017C,2,0.523,0.000,0.667
1576,452,YEL058W,2,0.523,0.000,0.667
1577,453,YOL095C,1,0.707,0.000,1.000
1578,453,YDR332W,1,0.707,0.000,1.000
1579,454,YDR539W,1,0.707,0.000,1.000
1580,454,YDR538W,1,0.707,0.000,1.000
1581,455,YBL061C,2,0.577,0.000,1.000
1582,455,YBR023C,2,0.577,0.000,1.000
1583,455,YHR142W,2,0.577,0.000,1.000
1584,456,YKR027W,4,0.447,0.000,1.000
1585,456,YLR330W,4,0.447,0.000,1.000
1586,456,YJL099W,4,0.447,0.000,1.000
1587,456,YMR237W,4,0.447,0.000,1.000
1588,456,YOR299W,4,0.447,0.000,1.000
1589,457,YBR078W,1,0.707,0.000,1.000
1590,457,YMR307W,1,0.707,0.000,1.000
1591,458,YLR342W,0,1.000,0.000,1.000
1592,459,YNL233W,0,1.000,0.000,1.000
1593,460,YDR438W,1,0.707,0.000,1.000
1594,460,YPL244C,1,0.707,0.000,1.000
1595,461,YNL063W,0,1.000,0.000,1.000
1596,462,YBR126C,0,1.000,0.000,1.000
1597,463,YLR149C,1,0.707,0.000,1.000
1598,463,YOR238W,1,0.707,0.000,1.000
1599,464,YFR017C,1,0.707,0.000,1.000
1600,464,YNR034W-A,1,0.707,0.000,1.000
1601,465,YKR095W-A,4,0.350,0.000,0.667
1602,465,YJL184W,4,0.350,0.000,0.667
1603,465,YKR038C,5,0.408,0.044,0.833
1604,466,YOR095C,0,1.000,0.000,1.000
1605,467,YLL061W,1,0.707,0.000,0.500
1606,467,YLL062C,1,0.707,0.000,0.500
1607,468,YJL144W,2,0.523,0.000,0.667
1608,468,YOL032W,2,0.523,0.000,0.667
1609,469,YIL046W,0,1.000,0.000,1.000
1610,470,YDL138W,3,0.482,0.000,0.750
1611,470,YOR047C,3,0.482,0.000,0.750
1612,470,YDL194W,3,0.482,0.000,0.750
1613,471,YER072W,4,0.362,0.000,0.500
1614,471,YPL019C,4,0.362,0.000,0.500
1615,471,YJL012C,4,0.362,0.000,0.500
1616,472,YDL106C,1,0.707,0.000,1.000
1617,472,YFR034C,1,0.707,0.000,1.000
1618,473,YIL047C,1,0.707,0.000,1.000
1619,473,YGR233C,1,0.707,0.000,1.000
1620,474,YLR102C,12,0.277,0.000,1.000
1621,474,YNL172W,12,0.277,0.000,1.000
1622,474,YFR036W,12,0.277,0.000,1.000
1623,474,YIR025W,12,0.277,0.000,1.000
1624,474,YGL240W,12,0.277,0.000,1.000
1625,474,YLR127C,12,0.277,0.000,1.000
1626,474,YBL084C,12,0.277,0.000,1.000
1627,474,YDR260C,12,0.277,0.000,1.000
1628,474,YDL008W,12,0.277,0.000,1.000
1629,474,YOR249C,12,0.277,0.000,1.000
1630,474,YKL022C,12,0.277,0.000,1.000
1631,474,YDR118W,12,0.277,0.000,1.000
1632,474,YHR166C,12,0.277,0.000,1.000
1633,475,YEL029C,2,0.412,0.000,0.500
1634,475,YBR035C,3,0.524,0.083,0.750
1635,475,YNR027W,2,0.412,0.000,0.500
1636,476,YHL002W,14,0.214,0.005,0.609
1637,476,YPR173C,16,0.218,0.106,0.696
1638,476,YCL008C,16,0.243,0.011,0.696
1639,476,YLR417W,16,0.243,0.011,0.696
1640,476,YPL084W,16,0.228,0.097,0.696
1641,476,YNR006W,16,0.238,0.014,0.696
1642,477,YER136W,3,0.482,0.000,0.750
1643,477,YOR370C,3,0.482,0.000,0.750
1644,477,YBR264C,3,0.482,0.000,0.750
1645,478,YLR436C,1,0.707,0.000,1.000
1646,478,YMR304W,1,0.707,0.000,1.000
1647,479,YBR070C,4,0.440,0.000,0.800
1648,479,YNL048W,4,0.440,0.000,0.800
1649,479,YGL047W,4,0.440,0.000,0.800
1650,479,YBR110W,4,0.440,0.000,0.800
1651,480,YBL020W,1,0.289,0.000,0.167
1652,480,YKR061W,1,0.289,0.000,0.167
1653,480,YBR199W,1,0.289,0.000,0.167
1654,480,YNL029C,1,0.289,0.000,0.167
1655,480,YIL085C,1,0.289,0.000,0.167
1656,480,YJL139C,1,0.289,0.000,0.167
1657,481,YIL030C,1,0.707,0.000,1.000
1658,481,YIL029C,1,0.707,0.000,1.000
1659,482,YGL200C,6,0.373,0.019,0.667
1660,482,YAL007C,6,0.366,0.035,0.667
1661,483,YEL060C,1,0.500,0.000,0.333
1662,483,YJL172W,1,0.500,0.000,0.333
1663,484,YGL203C,2,0.394,0.000,0.500
1664,484,YDR144C,2,0.394,0.000,0.500
1665,484,YOR219C,2,0.394,0.000,0.500
1666,484,YLR120C,2,0.394,0.000,0.500
1667,485,YLR432W,2,0.577,0.000,1.000
1668,485,YAR073W,2,0.577,0.000,1.000
1669,485,YAR075W,2,0.577,0.000,1.000
1670,486,YER099C,6,0.392,0.013,1.000
1671,486,YBL068W,6,0.392,0.013,1.000
1672,486,YKL181W,6,0.392,0.013,1.000
1673,486,YOL061W,6,0.392,0.013,1.000
1674,487,YGR121C,2,0.523,0.000,0.667
1675,487,YPR138C,2,0.523,0.000,0.667
1676,488,YER163C,3,0.557,0.167,1.000
1677,488,YLR299W,3,0.557,0.167,1.000
1678,489,YCL035C,0,0.707,0.000,0.000
1679,489,YDR513W,0,0.707,0.000,0.000
1680,490,YKL134C,1,0.707,0.000,1.000
1681,490,YER078C,1,0.707,0.000,1.000
1682,491,YGL156W,0,1.000,0.000,1.000
1683,492,YBR205W,8,0.337,0.241,0.800
1684,492,YOR099W,8,0.346,0.107,0.800
1685,492,YAL023C,7,0.355,0.010,0.700
1686,492,YOR321W,7,0.355,0.010,0.700
1687,493,YJR092W,2,0.407,0.000,0.250
1688,493,YCR038C,3,0.475,0.107,0.375
1689,493,YKL092C,1,0.180,0.000,0.125
1690,494,YGR202C,1,0.707,0.000,1.000
1691,494,YLR133W,1,0.707,0.000,1.000
1692,495,YMR285C,2,0.523,0.000,0.667
1693,495,YLR107W,2,0.523,0.000,0.667
1694,496,YDL184C,1,0.707,0.000,1.000
1695,496,YDL133C-A,1,0.707,0.000,1.000
1696,497,YLR180W,1,0.500,0.000,0.500
1697,497,YHR137W,1,0.500,0.000,0.500
1698,498,YDR040C,4,0.409,0.033,0.800
1699,498,YDR456W,4,0.409,0.033,0.800
1700,499,YKR050W,1,0.707,0.000,1.000
1701,499,YJR054W,1,0.707,0.000,1.000
1702,500,YFR044C,2,0.577,0.000,1.000
1703,500,YBR281C,2,0.577,0.000,1.000
1704,500,YNL191W,2,0.577,0.000,1.000
1705,501,YPR069C,3,0.482,0.000,0.750
1706,501,YOL052C,3,0.482,0.000,0.750
1707,501,YLR146C,3,0.482,0.000,0.750
1708,502,YAL056W,3,0.425,0.056,0.750
1709,502,YOR371C,3,0.425,0.056,0.750
